ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
DNSB0000001,Dombivli Nagari Sahakari Bank Ltd,DNSB0000001,,FOR RBI,,,DOMBIVLI,MUMBAI,MAHARASHTRA
DNSB0000002,Dombivli Nagari Sahakari Bank Ltd,DNSB0000002,400235002,MAIN,"KESHAVSMRUTI, OPP.MUNICIPAL OFFICE, DOMBIVLI (E), 421201.",,DOMBIVLI,THANE,MAHARASHTRA
DNSB0000003,Dombivli Nagari Sahakari Bank Ltd,DNSB0000003,400235003,VISHNU NAGAR,"AMAR-MATRU SHAKTI SOCIETY, KRANTI DEPARTMENTAL STORES, DOMBIVLI (W), 421202.",,DOMBIVLI,THANE,MAHARASHTRA
DNSB0000004,Dombivli Nagari Sahakari Bank Ltd,DNSB0000004,400235004,BHIWANDI,"186, TELI PADA, BHAIRY BLDG, BHIWANDI, DIST-THANE",,BHIWANDI,THANE,MAHARASHTRA
DNSB0000005,Dombivli Nagari Sahakari Bank Ltd,DNSB0000005,400235005,M.I.D.C.,"MADHUKUNJ, PLOT NO.P-52, M.I.D.C. PHASE II, SONARPADA, DOMBIVLI (E), 421204.",,DOMBIVLI,THANE,MAHARASHTRA
DNSB0000006,Dombivli Nagari Sahakari Bank Ltd,DNSB0000006,400235006,GOGRASWADI,"SHIV SHANTI, SANT NAMDEO PATH, DOMBJVLI (E), 421201.",,DOMBIVLI,THANE,MAHARASHTRA
DNSB0000007,Dombivli Nagari Sahakari Bank Ltd,DNSB0000007,400235007,AMBARNATH,"SUNFLOWER, SHIVAJI CHOWK, STATION ROAD, AMBARNATH (E), 421501.",,VADAVALI,THANE,MAHARASHTRA
DNSB0000008,Dombivli Nagari Sahakari Bank Ltd,DNSB0000008,400235008,KVP COLLEGE,"CITY MALL, NR. K.V.PENDHARKAR COLLEGE, MIDC, DOMBIVLI (E), 421203",,DOMBIVLI,THANE,MAHARASHTRA
DNSB0000009,Dombivli Nagari Sahakari Bank Ltd,DNSB0000009,400235009,NANDIVLI ROAD,"THANE JILHA AGARI SHIKSHAN PRASARAK MANDAL BUILDING, NANDIVLI ROAD., DOMBIVLI (E), 421201.",,DOMBIVLI,THANE,MAHARASHTRA
DNSB0000011,Dombivli Nagari Sahakari Bank Ltd,DNSB0000011,400235011,SHASTRINAGAR,"EVEREST ANNEX, ABOVE HOTEL DWARKA,VISHNU NAGAR, DOMBIVLI (E), 421202.",,DOMBIVLI,THANE,MAHARASHTRA
