ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
CSBK0000001,Catholic Syrian Bank,CSBK0000001,682047002,RTGS CENTRE,"DJM BUILDINGS, MARKET ROAD, ERNAKULAM, KOCHI - 680 011, KERALA",ERNAKULAM,,,KERALA
CSBK0000002,Catholic Syrian Bank,CSBK0000002,682047014,ALUVA,"PAUL DAVIS, E-MAIL : ALUVA@CSB.CO.IN, PHONE: 0484 2624565",ERNAKULAM,,,KERALA
CSBK0000003,Catholic Syrian Bank,CSBK0000003,NON-MICR,AMBALLUR,"SREE KRISHNA BUILDING, AMBALLUR JUNCTION, P.O. ALAGAPPA NAGAR, THRISSUR - 680302",TRISSUR,,,KERALA
CSBK0000004,Catholic Syrian Bank,CSBK0000004,NON-MICR,ANNAMANADA,CHAKKARAMPILLYSHOPING COMPLEX COMPLEX,TRISSUR,,,KERALA
CSBK0000005,Catholic Syrian Bank,CSBK0000005,NON-MICR,ASHTAMICHIRA,"XII/773(L), MUDILIKULATH SHOPPING COMPLEX, ASHTAMICHIRA P.O. - 680731, THRISSUR DISTRICT",TRISSUR,,,KERALA
CSBK0000006,Catholic Syrian Bank,CSBK0000006,NON-MICR,ALTHARA,"P.B. NO. 2, P.O. PUNNAYURKULAM, ALTHARA, THRISSUR - 679561",TRISSUR,,,KERALA
CSBK0000007,Catholic Syrian Bank,CSBK0000007,NON-MICR,KUNNUKARA,"ATHANI MANJALI ROAD, P.O.KUNNUKARA-683524 ERNAKULAM DT., KERALA",ERNAKULAM,,,KERALA
CSBK0000008,Catholic Syrian Bank,CSBK0000008,NON-MICR,AZHIKODE,"VANKULATHUVAYAL, P O AZHIKODE, KANNUR - 670 009",KANNUR,,,KERALA
CSBK0000009,Catholic Syrian Bank,CSBK0000009,560047002,BRIGADE ROAD BANGALORE,"ST.PATRICK'S SHOPPING ARCADE,BRIGADE ROAD,BANGALORE - 560 025",BANGALORE URBAN,,,KARNATAKA
CSBK0000010,Catholic Syrian Bank,CSBK0000010,400047003,CHEMBUR MUMBAI,"GAMA GRANDEUR, CENTRAL AVENUE ROAD, P O CHEMBUR, MUMBAI-40 071",GREATER MUMBAI,,,MAHARASHTRA
CSBK0000011,Catholic Syrian Bank,CSBK0000011,NON-MICR,KANNUR,"VEEKAY COMPLEX,FORT ROAD,KANNUR",BIJAPUR,,,KARNATAKA
CSBK0000012,Catholic Syrian Bank,CSBK0000012,NON-MICR,CHALAKUDY,"KAITHARATHU BUILDING, MAIN ROAD, CHALAKKUDY,KERALA STATE. PIN 680307",TRISSUR,,,KERALA
CSBK0000013,Catholic Syrian Bank,CSBK0000013,NON-MICR,CHALISSERY,"ORUMA COMPLEX, MAIN ROAD JN, CHALISSERY-679536",PALAKKAD,,,KERALA
CSBK0000014,Catholic Syrian Bank,CSBK0000014,NON-MICR,CHANGANASSERY,"KULATHUNGAL BUILDINGS,M C ROAD,.PERUNNA PO,686102,KOTAAM DT,KERALAINDIA.",KOTTAYAM,,,KERALA
