ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
DBSS0IN0811,DBS Bank Ltd,DBSS0IN0811,400641002,MUMBAI,"3RD FLOOR, FORT HOUSE, 221 DR D N ROAD, FORT, MUMBAI 400001",022-66388888,MUMBAI,GREATER MUMBAI,MAHARASHTRA
DBSS0IN0820,DBS Bank Ltd,DBSS0IN0820,110641002,NEW DELHI,"BIRLA TOWER, UPPER GROUND FLOOR 
25 BARAKHAMBA ROAD 
NEW DELHI 110 001","011-30418888
",NEW DELHI,NEW DELHI,DELHI
DBSS0IN0826,DBS Bank Ltd,DBSS0IN0826,600641002,CHENNAI,"806, ANNA SALAI, CHENNAI - 600 002",044-66568888,CHENNAI,CHENNAI,TAMIL NADU
DBSS0IN0827,DBS Bank Ltd,DBSS0IN0827,560641002,BANGALORE,"SALARPURIA WINDSOR, 3 ULSOOR ROAD, BANGALORE - 560 042","080-66328888
",BANGALORE,BANGALORE URBAN,KARNATAKA
DBSS0IN0828,DBS Bank Ltd,DBSS0IN0828,700641002,KOLKATTA,"4A NANDALAL BASU SARANI, KOLKATTA - 700 071.",033-66218888,KOLKATTA,KOLKATA,WEST BENGAL
DBSS0IN0829,DBS Bank Ltd,DBSS0IN0829,422641002,DBS BANK - NASIK BRANCH,41/A JOLLY PLAZA HOWSON ROAD DEOLALI CAMP NASHIK 422401,"TEL: +91 253 6632100
",NASIK,NASIK,MAHARASHTRA
DBSS0IN0830,DBS Bank Ltd,DBSS0IN0830,411641002,PUNE,"ELBEE HOUSE, CITY SURVEY NO 4/7, SIDDHARTH PATH, OFF DHOLE PATIL ROAD, PUNE - 411 001.",020-66218888,PUNE,PUNE,MAHARASHTRA
DBSS0IN0831,DBS Bank Ltd,DBSS0IN0831,395641002,DBS BANK - SURAT BRANCH,"2ND FLOOR, SHREE AMBICA AUTO PLOT NO. 10  GIDC - BHATPORE, HAZIRA SURAT 394510","TEL: +91 261 6675400
",SURAT,SURAT,GUJARAT
DBSS0IN0832,DBS Bank Ltd,DBSS0IN0832,636641002,DBS BANK - SALEM BRANCH,"24,YERCAUD ROAD OPP MODERN THEATERS KANNAKURICHI PO SALEM 636008","TEL: +91 427 6641300
",SALEM,SALEM,TAMIL NADU
DBSS0IN0833,DBS Bank Ltd,DBSS0IN0833,244641002,DBS BANK - MORADABAD BRANCH,"8TH K.M.MILE STONE  NAYA MORADABAD, DELHI ROAD MORADABAD 244001","TEL: +91 591 6450001/02
",MORADABAD,MORADABAD,UTTAR PRADESH
DBSS0IN0851,DBS Bank Ltd,DBSS0IN0851,416641002,DBS BANK - KOLHAPUR BRANCH,"AMIT PLAZA. 199/4, 1ST FLOOR, GANDHINAGAR MAIN ROAD,  KOLHAPUR 416119","TEL: +91 9890435777
",KOLHAPUR,KOLHAPUR,MAHARASHTRA
DBSS0IN0852,DBS Bank Ltd,DBSS0IN0852,605641002,DBS BANK - CUDDALORE BRANCH,"OFFICE BUILDING NO.1 ANUGRAHA SATELLITE TOWNSHIP, PERIYAKATTUPALAYAM VILLAGE, EAST COAST ROAD CUDDALORE TALUK 605007 TAMIL NADU",TEL: 04142 – 305100,CUDDALORE,CUDDALORE,TAMIL NADU
