ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
SBTR0000001,State Bank of Travancore,SBTR0000001,400009002,MUMBAI MAIN,"P.B.NO.1005, N.M.WADIA CHARITIES BLDGS, 125, MAHATMA GANDHI ROAD, FORT, MUMBAI, MAHARASHTRA, PIN-400023SERVICETRE",,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBTR0000002,State Bank of Travancore,SBTR0000002,600009002,CHENNAI (MAIN),"P.B.NO.7826, UNITED INDIA INSURANCE BLDGS, ESPLANADE P.O., CHENNAI, TAMILNADU, PIN-600108,SERVICE CENTRE 26445765/66",,CHENNAI,CHENNAI,TAMIL NADU
SBTR0000003,State Bank of Travancore,SBTR0000003,600009005,MOUNT ROAD- CHENNAI,"P.B.NO.2244 METRO PLAZA, 162 MOUNT ROAD, ANNA SALAI P.O., CHENNAI, TAMILNADU, PIN-600002",,CHENNAI,CHENNAI,TAMIL NADU
SBTR0000004,State Bank of Travancore,SBTR0000004,620009002,TIRUCHIRAPALLI,".NO.34, CHINNAKADAI STREET, TIRUCHIRAPALLI, TAMILNADU, PIN-620002",,TIRUCHIRAPPALLI,TIRUCHIORAPPALLI,TAMIL NADU
SBTR0000005,State Bank of Travancore,SBTR0000005,NON MICR,OOTACAMUND,"P.B.NO.22,, COMMERCIAL ROAD, OOTACAMUND P.O., NILGIRIS, TAMILNADU, PIN-643001",,UDHAGAMANDALAM,NILGIRIS,TAMIL NADU
SBTR0000006,State Bank of Travancore,SBTR0000006,641009002,COIMBATORE (MAIN),"P.B.NO.213, 282 OPPANAKKARA STREET, COIMBATORE, TAMILNADU, PIN-641001",,COIMBATORE,COIMBOTORE,TAMIL NADU
SBTR0000007,State Bank of Travancore,SBTR0000007,641009102,TIRUPUR,"P.B.NO.8, NO.32, RAILWAY FEEDER ROAD, (UTHUKULI ROAD), TIRUPUR, COIMBATORE, TAMILNADU, PIN-641601",,COIMBATORE,COIMBOTORE,TAMIL NADU
SBTR0000008,State Bank of Travancore,SBTR0000008,625009002,MADURAI (MAIN),"103, VAKKIL NEW  STREET,  MADURAI P.O., MADURAI, TAMILNADU, PIN-625001",,MADURAI,MADURAI,TAMIL NADU
SBTR0000009,State Bank of Travancore,SBTR0000009,NON MICR,SHENCOTTAH,"P.B NO. 2, 50, MAIN ROAD, SHENCOTTAH  P.O., TIRUNELVELI, TAMILNADU, PIN-627809",,SHENCOTTAH,TIRUNELVELI,TAMIL NADU
SBTR0000010,State Bank of Travancore,SBTR0000010,NON MICR,VALLIOOR,"P.B.NO.2, 78 MAIN ROAD, KESAVAPERUMAL & SONS BUILDING, VALLIOOR P.O., TIRUNELVELI, TAMILNADU, PIN-627117",,VALLIOOR,TIRUNELVELI,TAMIL NADU
SBTR0000011,State Bank of Travancore,SBTR0000011,NON MICR,NAGERCOIL,"P.B.NO.45, 149-JAWAHAR BUILDINGS, BALAMORE ROAD, NAGERCOIL P.O., KANYAKUMARI, TAMILNADU, PIN-629001",,NAGERCOIL,KANNIYAKUMARI,TAMIL NADU
SBTR0000012,State Bank of Travancore,SBTR0000012,NON MICR,COLACHEL,"P.B.NO.1, ASHIK BUILDINGS, MAIN ROAD, COLACHEL, KANYAKUMARI, TAMILNADU, PIN-629251",,COLACHEL,KANNIYAKUMARI,TAMIL NADU
SBTR0000013,State Bank of Travancore,SBTR0000013,NON MICR,KANYAKUMARI,"SHANKAR GUEST HOUSE, MAIN ROAD, KANYAKUMARI, KANYAKUMARI, TAMILNADU, PIN-629702",,KANYAKUMARI,KANNIYAKUMARI,TAMIL NADU
SBTR0000014,State Bank of Travancore,SBTR0000014,NON MICR,MARTHANDAM,"P.B.NO.5, KALYANI BUILDINGS, MARTHANDAM P.O., KANYAKUMARI, TAMILNADU, PIN-629165",,MARTHANDAM,KANNIYAKUMARI,TAMIL NADU
SBTR0000015,State Bank of Travancore,SBTR0000015,NON MICR,SUCHEENDRAM,"P.B.NO.1, ALAGAPPA BUILDINGS, CAPE ROAD, SUCHEENDRAM P.O., KANYAKUMARI, TAMILNADU, PIN-629704",,SUCHEENDRAM,KANNIYAKUMARI,TAMIL NADU
SBTR0000016,State Bank of Travancore,SBTR0000016,NON MICR,THIRUVITHAMCODE,"P.B.NO.1, T.P.13/74 MAIN ROAD, THIRUVITHAMCODE P.O., KANYAKUMARI, TAMILNADU, PIN-629174",,THIRUVITHAMCODE,KANNIYAKUMARI,TAMIL NADU
SBTR0000017,State Bank of Travancore,SBTR0000017,NON MICR,THIRUVATTAR,"30-20-A,SANTHINIKETHAN, M.K.ROAD, THIRUVATTAR P.O., KANYAKUMARI, TAMILNADU, PIN-629177",,TIRUVATTAR,KANNIYAKUMARI,TAMIL NADU
SBTR0000018,State Bank of Travancore,SBTR0000018,NON MICR,POTHENCODE,"P.B.NO.1, JISHA BUILDINGS, POTHENCODE P.O., THIRUVANANTHAPURAM, KERALA, PIN-695584",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000019,State Bank of Travancore,SBTR0000019,NON MICR,VELLAYANI,"P.B.NO.1, AGRI.COLLEGE CAMPUS, VELLAYANI P.O., THIRUVANANTHAPURAM, KERALA, PIN-695522",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000020,State Bank of Travancore,SBTR0000020,695009013,KOWDIAR(THIRUVANANTHAPURAM),"P.B.NO.813, SASTHA BUILDINGS, KOWDIAR P.O., THIRUVANANTHAPURAM, KERALA, PIN-695003",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000021,State Bank of Travancore,SBTR0000021,695009004,CHALAI (THIRUVANANTHAPURAM),"P.B.NO.5122, 1ST FLOOR, KARIMS BUILDINGS, CHALAI P.O., THIRUVANANTHAPURAM, KERALA, PIN-695036",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000022,State Bank of Travancore,SBTR0000022,695009026,THIRUMALA(THIRUVANANTHAPURAM),"T.C.37/1915 - 1, SHALOM  TOWERS, THIRUMALA P.O., THIRUVANANTHAPURAM, KERALA, PIN-695006",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000023,State Bank of Travancore,SBTR0000023,695009023,SASTHAMANGALAM(THIRUVANANTHAPURAM),"P.B.2200, T.C. 9/2161, SASTHAMANGALAM P.O., THIRUVANANTHAPURAM, KERALA, PIN-695010",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000024,State Bank of Travancore,SBTR0000024,695009014,MANACAUD(THIRUVANANTHAPURAM),"P.B NO. 1, NARAYANA NILAYAM, MANACAUD P.O., THIRUVANANTHAPURAM, KERALA, PIN-695009",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000025,State Bank of Travancore,SBTR0000025,695009022,SHANGHUMUGHOM(THIRUVANANTHAPURAM),"P.B.NO.1803, VALLAKADAVU P.O., THIRUVANANTHAPURAM, KERALA, PIN-695008",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000026,State Bank of Travancore,SBTR0000026,695009021,PUTHENCHANTHAI (THIRUVANANTHAPURAM),"P.B.NO.15, PRASANTHI MANSION, M.G.ROAD, THIRUVANANTHAPURAM, KERALA, PIN-695001",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000027,State Bank of Travancore,SBTR0000027,NON MICR,IDUKKI,"P.B.NO.1, KSEB BUILDINGS, PAINAVU P.O., IDUKKI, KERALA, PIN-685603",,IDIKKI,IDUKKI,KERALA
SBTR0000028,State Bank of Travancore,SBTR0000028,695009002,THIRUVANANTHAPURAM (MAIN),"P.B.NO.22, ANACUTCHERY BUILDING, M.G.ROAD, THIRUVANANTHAPURAM, KERALA, PIN-695001",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000029,State Bank of Travancore,SBTR0000029,695009015,MEDICAL COLLEGE- THIRUVANANTHAPURAM,"P.B.NO.2400, MEDICAL COLLEGE P.O., THIRUVANANTHAPURAM, KERALA, PIN-695011",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000030,State Bank of Travancore,SBTR0000030,695009035,PAPPANAMCODE-THIRUVANANTHAPURAM,"P.B.NO.1, INDUSTRIAL ESTATE P.O., PAPPANAMCODE, THIRUVANANTHAPURAM, KERALA, PIN-695019",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000031,State Bank of Travancore,SBTR0000031,695009009,KARAMANA(THIRUVANANTHAPURAM),"P.B.NO.600, T.C.20/1994(2)  T.N.ROAD, KARAMANA P.O., THIRUVANANTHAPURAM, KERALA, PIN-695002",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000032,State Bank of Travancore,SBTR0000032,695009019,POOJAPURA (THIRUVANANTHAPURAM),"P B NO.2700, LAKSHMI CHAMBERS, OPP. PAREEKSHA BHAVAN, THIRUVANANTHAPURAM, KERALA, PIN-695012",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000033,State Bank of Travancore,SBTR0000033,695009030,VAZHUTHACAUD(THIRUVANANTHAPURAM),"P.B.NO.409, VASARA BUILDINGS, TC 15/1509, THYCAUD P.O., THIRUVANANTHAPURAM, KERALA, PIN-695014",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000035,State Bank of Travancore,SBTR0000035,695009045,BALARAMAPURAM,"P.B.NO.2, S.K.TOWERS, BALARAMAPURAM P.O., THIRUVANANTHAPURAM, KERALA, PIN-695501",,BALARAMAPURAM,TRIVANDRUM,KERALA
SBTR0000036,State Bank of Travancore,SBTR0000036,695009045,NEDUMANGAD,"P.B.NO.3, NEDUMANGAD P.O., THIRUVANANTHAPURAM, KERALA, PIN-695541",,NEDUMANGAD,TRIVANDRUM,KERALA
SBTR0000037,State Bank of Travancore,SBTR0000037,695009047,PARASSALA,"P.B.NO.1, AJITHA BUILDINGS, PARASSALA P.O., THIRUVANANTHAPURAM, KERALA, PIN-695502",,PARASSALA,TRIVANDRUM,KERALA
SBTR0000038,State Bank of Travancore,SBTR0000038,NON MICR,KADAKKAVOOR,"P.B.NO.1, AZHIKATHU BUILDINGS, KADAKKAVOOR P.O., THIRUVANANTHAPURAM, KERALA, PIN-695306",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000039,State Bank of Travancore,SBTR0000039,695000944,ATTINGAL,"P.B.NO.1, PUSPAKESH BUILDINGS, ATTINGAL P.O., THIRUVANANTHAPURAM, KERALA, PIN-695101",,ATTINGAL,TRIVANDRUM,KERALA
SBTR0000040,State Bank of Travancore,SBTR0000040,NON MICR,KATTAKKADA,"P.B.NO.1, PRABHA SADANAM, KATTAKADA P.O., THIRUVANANTHAPURAM, KERALA, PIN-695572",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000041,State Bank of Travancore,SBTR0000041,NON MICR,KILIMANOOR,"P.B.NO.751, FIVE STAR SHOPPING COMPLEX, KILIMANOOR P.O., THIRUVANANTHAPURAM, KERALA, PIN-695601",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000042,State Bank of Travancore,SBTR0000042,695009046,NEYYATTINKARA,"P.B.NO.2, N.M.C.XI/1, NEYYATTINKARA P.O., THIRUVANANTHAPURAM, KERALA, PIN-695121",,NEYYATTINKARA,TRIVANDRUM,KERALA
SBTR0000043,State Bank of Travancore,SBTR0000043,695009040,KARYAVATTOM,"P.B.NO.1 SOUTH BLOCK, UNIVERSITY CAMPUS, KARYAVATTOM, THIRUVANANTHAPURAM, KERALA, PIN-695581",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000044,State Bank of Travancore,SBTR0000044,NON MICR,CHIRAYINKEEZHU,"P.B.NO.402, SARAVANA BUILDINGS, CHIRAYINKEEZHU P.O., THIRUVANANTHAPURAM, KERALA, PIN-695304",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000045,State Bank of Travancore,SBTR0000045,NON MICR,PALLITHURA,"P.B.NO.1, MOHAN VILLA, ST.XAVIER'S COLLEGE P.O., THIRUVANANTHAPURAM, KERALA, PIN-695586",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000046,State Bank of Travancore,SBTR0000046,NON MICR,POOVAR,"P.B.NO.1,BHASURAM COMPLEX, NEAR KSRTC  BUS STAND , POOVAR P.O., THIRUVANANTHAPURAM, KERALA, PIN-695525",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
SBTR0000047,State Bank of Travancore,SBTR0000047,NON MICR,PUTHUKURICHY,"P.B.NO.1, K.P.2/6, PUTHUKURICHY P.O., THIRUVANANTHAPURAM, KERALA, PIN-695303",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
