ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
UTBI0AAD648,United Bank of India,UTBI0AAD648,380027002,ANAND (GUJRAT),"S K CHAMBERS, GAMDIWAD STATION ROAD, ANAND, DIST-KHODA, GUJRAT, PIN - 388001",(02692) 243419,ANAND,KHEDA,GUJARAT
UTBI0AARW11,United Bank of India,UTBI0AARW11,NON MICR,ANANDANAGAR,"VILL. MALAYNAGAR, AMEDKAR CHOUMOHINI, P.O. RENTER'S COLONY, DIST. WEST TRIPURA, TRIPURA-799004",0381-2861256,AGARTALA,WEST TRIPURA,TRIPURA
UTBI0ABH341,United Bank of India,UTBI0ABH341,NON MICR,ABHAYAPURI,"PO-ABHAYAPURI, BONGAIGAON - 783384, ASSAM",(03664) 281455,KANPUR,BONGAIGAON,ASSAM
UTBI0ABL572,United Bank of India,UTBI0ABL572,NON MICR,ALAMBAGH,"551 J/122, RAM PRASAD KHERA,, TALKATORA ROAD,, ALAMBAGH,, LUCKNOW - 226 005, UTTAR PRADESH",(0522) 2456311,LUCKNOW,LUCKNOW,UTTAR PRADESH
UTBI0ABMF62,United Bank of India,UTBI0ABMF62,NON -MICR,AURANGABAD(MURSHIDABAD),"COLLEGE PARA,, AURANGABAD, DIST. MURSHIDABAD, AURANGABAD, DIST-MURSHIDABAD, WEST BENGAL, PIN - 742 201",(03485) 263930,AURANGABAD,MURSHIDABAD,WEST BENGAL
UTBI0ADCF48,United Bank of India,UTBI0ADCF48,NON MICR,AMARABATI DEFENCE COLONY,"PO-AMARABATI, DURGAPUR, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713014",(03482) 264840,DURGAPUR,BARDHAMAN,WEST BENGAL
UTBI0ADLF67,United Bank of India,UTBI0ADLF67,NON MICR,ANDAL,"ANDAL MORE, ANDAL, DIST-BURDWAN, WEST BENGAL, PIN - 713321",(03251) 244255,ANDAL,BARDHAMAN,WEST BENGAL
UTBI0ADNF09,United Bank of India,UTBI0ADNF09,NON -MICR,ANDIRON,"VILL-ANDIRON, PO-HAREKNAGAR, PS-BELDANGA, DIST-MURSHIDABAD, WEST BENGAL, PIN - 742133",(03482) 264840,ANDIRON,MURSHIDABAD,WEST BENGAL
UTBI0ADPA50,United Bank of India,UTBI0ADPA50,700027240,ANANDAPUR,"P-50, KASBA INDUSTRIAL ESTATE, E M BYEPASS, PHASE-I, KOLKATA - 700107, WEST BENGAL",(033) 24431682,KOLKATA,KOLKATA,WEST BENGAL
UTBI0ADR938,United Bank of India,UTBI0ADR938,NON -MICR,ADRA,"PO-ADRA, DIST-PURULIA, WEST BENGAL, PIN - 723121",(03251) 244255,ADRA,PURULIYA,WEST BENGAL
UTBI0ADT680,United Bank of India,UTBI0ADT680,700027192,ADHARTAL (JABALPUR),"2049/2, M.B. COMPLEX, ANAND NAGAR, ADHARTAL,, ADHARTAL,, MADHYA PRADESH",(033) 25531535,JABALPUR,JABALPUR,MADHYA PRADESH
UTBI0AGLE71,United Bank of India,UTBI0AGLE71,NON -MICR,ARGOAL,"VILL & PO-ARGOAL, DIST-PURBA MEDINIPUR, WEST BENGAL, PIN - 721456",(03220) 246546,ARGOAL,PURBA MEDINIPUR,WEST BENGAL
UTBI0AGNH31,United Bank of India,UTBI0AGNH31,781027014,AMBIKAGIRI NAGAR,"R G BARUA ROAD, GUWAHATI, DIST-KAMRUP, ASSAM, PIN - 781024",() 2563167,GUWAHATI,KAMRUP,ASSAM
UTBI0AGR505,United Bank of India,UTBI0AGR505,282027002,AGRA,"8/338, NALA BHAIRON, FREE GANJ, AGRA - 282004, UTTAR PRADESH",(0562) 2621218,AGRA,AGRA,UTTAR PRADESH
UTBI0AGSC85,United Bank of India,UTBI0AGSC85,700027192,AGARPARA RAILWAY STATION,"AGARPARA NORTH STATION ROAD, PO-AGARPARA, KOLKATA, DIST-NORTH 24 PARGANAS, WEST BENGAL, PIN - 700109",(033) 25531535,NORTH 24 PARGANAS,NORTH 24 PARGANAS,WEST BENGAL
UTBI0AGT201,United Bank of India,UTBI0AGT201,799027002,AGARTALA,"HARIGANGA BASAK ROAD, AGARTALA, DIST-WEST TRIPURA, TRIPURA, PIN - 799001",(0381) 2386249,AGARTALA,WEST TRIPURA,TRIPURA
UTBI0AHA069,United Bank of India,UTBI0AHA069,NON -MICR,AHARRA,"SIRKABAD, PO-AHARRA, DIST-PURULIA, WEST BENGAL, PIN - 723201",(),AHARRA,PURULIYA,WEST BENGAL
UTBI0AHB604,United Bank of India,UTBI0AHB604,380027002,AHMEDABAD,"LAL DARWAJA, POST BOX NO-170, UNITED BANK OF INDIA BUILDING, AHMEDABAD - 380001, GUJRAT",,AHMEDABAD,AHMEDABAD,GUJARAT
UTBI0AHN629,United Bank of India,UTBI0AHN629,NON MICR,AHMEDNAGAR,"2556, MAHATMA GANDHI ROAD, AHMADNAGAR, DIST-AHMEDNAGAR, MAHARASHTRA, PIN - 414001",(0241) 2344528,AHMADNAGAR,AHMEDNAGAR,MAHARASHTRA
UTBI0AHP273,United Bank of India,UTBI0AHP273,NON MICR,AHMEDPUR,"VILL & PO-AHMEDPUR, AHMEDPUR, DIST-BARDDHAMAN, WEST BENGAL, PIN - 731201",(03463) 230245,AMADPUR,BARDHAMAN,WEST BENGAL
UTBI0AIRG78,United Bank of India,UTBI0AIRG78,NON -MICR,AIRKATA,"VILL & PO-AIRKATA, DHUBRI - 783330, ASSAM",(),AIRKATA,DHUBRI,ASSAM
UTBI0AJM569,United Bank of India,UTBI0AJM569,700027002,AJMER,"47, LOHAGAL ROAD, SHASTRI NAGAR, AJMER, DIST-AJMER, PIN - 305001",(033) 25771163,AJMER,AJMER,RAJASTHAN
UTBI0AKAD81,United Bank of India,UTBI0AKAD81,NON MICR,AKAIPUR,"PO-AKAIPUR, DIST-NORTH 24 PARGANAS, WEST BENGAL, PIN - 743262",(03215) 226002,AKAIPUR,NORTH 24 PARGANAS,WEST BENGAL
UTBI0AKRC39,United Bank of India,UTBI0AKRC39,NON -MICR,AKRIGANJ,"BALIGRAM, PO-NASHIPUR BALAGACHI, DIST-MURSHIDABAD, WEST BENGAL, PIN - 742135",(03483) 242226,BALIGRAM,MURSHIDABAD,WEST BENGAL
UTBI0AKT678,United Bank of India,UTBI0AKT678,226027009,AKOTA (GUJRAT),"SHOP NO.1, 1A, 2,, GROUND FLOOR, SILVER ARCADE, NEAR ASHWAMEGH-III, AKOTA-MUNJMAHUDA ROAD, BARODA - 390 020, GUJRAT",(0522) 2356518,VADODARA,VADODARA,GUJARAT
UTBI0ALAC80,United Bank of India,UTBI0ALAC80,NON -MICR,ALADARPUT,"VILL-FARIDPUR, PO-DAKSHIN DAUKI, VIA-CONTAI, DIST-PURBA MEDINIPUR, WEST BENGAL, PIN - 721401",(03220) 284035,FARIDPUR,PURBA MEDINIPUR,WEST BENGAL
UTBI0ALB157,United Bank of India,UTBI0ALB157,700027002,ALAMBAZAR,"60, DESHBANDHU ROAD (WEST), KOLKATA - 700035, WEST BENGAL",(033) 25771163,NORTH 24 PARGANAS,NORTH 24 PARGANAS,WEST BENGAL
UTBI0ALD225,United Bank of India,UTBI0ALD225,NON -MICR,ALIPURDUAR,"ALIPURDUAR, DIST-JALPAIGURI, WEST BENGAL, PIN - 736121",(03564) 255088,ALIPUR DUAR,JALPAIGURI,WEST BENGAL
UTBI0ALGK11,United Bank of India,UTBI0ALGK11,NON -MICR,ALLIGONDA,"PO-ALIGONDA, VIA-ADRA, DIST-GAJAPATI, ORISSA, PIN - 761217",(),ALLIGONDA,GAJAPATI,ORISSA
UTBI0ALH547,United Bank of India,UTBI0ALH547,NON MICR,ALIGARH,"DEVENDRA MARKET, 3/270, RAMGHAT ROAD, ALIGARH - 202001, UTTAR PRADESH",(0571) 20403033,ALIGARH,ALIGARH,UTTAR PRADESH
UTBI0ALI565,United Bank of India,UTBI0ALI565,226027009,ALIGANJ,"D-1135, INDIRA NAGAR, LUCKNOW - 226016, UTTAR PRADESH",(0522) 2356518,LUCKNOW,LUCKNOW,UTTAR PRADESH
UTBI0ALL501,United Bank of India,UTBI0ALL501,211027002,ALLAHABAD,"POST BOX NO-28, 53, LEADER ROAD, ALLAHABAD - 211003, UTTAR PRADESH","(0532) 2402318, 2401729, 2400276 (FAX)",ALLAHABAD,ALLAHABAD,UTTAR PRADESH
UTBI0ALNC71,United Bank of India,UTBI0ALNC71,NON -MICR,ALINAGAR,"PO-JOTEPARAM, MALDA, DIST-MALDA, WEST BENGAL, PIN - 732201",(03512) 243485,ALINAGAR,MALDAH,WEST BENGAL
UTBI0ALP150,United Bank of India,UTBI0ALP150,700027003,ALIPUR,"27/1, BAKER ROAD, KOLKATA - 700027, WEST BENGAL","(033) 24398237, 24791357",KOLKATA,KOLKATA,WEST BENGAL
UTBI0ALRJ64,United Bank of India,UTBI0ALRJ64,NON -MICR,ALAPUR,"ALAPUR, PO-DHANAKUL, VIA-BARAUNI, DIST-BEGUSARAI, BIHAR, PIN - 851112",(06343) 282116,ALAPUR,BEGUSARAI,BIHAR
UTBI0ALS237,United Bank of India,UTBI0ALS237,NON MICR,ALLOY STEEL PROJECT,"WARIA STATION APPROACH ROAD, DURGAPUR, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713208",(0343) 2545950,DURGAPUR,BARDHAMAN,WEST BENGAL
UTBI0ALU539,United Bank of India,UTBI0ALU539,NON MICR,ALLAPUR,"7, BAGHAMBARI HOUSING SCHEME, ALLAPUR, ALLAHABAD - 211006, UTTAR PRADESH",(0373) 2300668,ALLAHABAD,ALLAHABAD,UTTAR PRADESH
UTBI0ALW520,United Bank of India,UTBI0ALW520,NON MICR,ALWAR,"RAMKRISHNA MARKET, RAMGANJ, ALWAR - 301001, RAJASTHAN",(0144) 2700779,ALWAR,ALWAR,RAJASTHAN
UTBI0AMA296,United Bank of India,UTBI0AMA296,700027185,AMTALA,"BARUIPUR ROAD, KANYANAGAR, DIST-SOUTH 24 PARGANAS, WEST BENGAL, PIN - 743398","(033) 24709302, 24708302",AMTALA,SOUTH 24 PARGANAS,WEST BENGAL
UTBI0AMBG35,United Bank of India,UTBI0AMBG35,NON -MICR,AMBAGAN,"AMBAGAN, NAGAON - 782120, ASSAM",(03672) 275508,AMBAGAN,NAGAON,ASSAM
UTBI0AMC727,United Bank of India,UTBI0AMC727,143027002,AMBALA CANTONMENT,"6349, NICHOLSON ROAD, NEAR KOS HOSPITAL, AMBALA CANTONMENT, DIST-AMBALA, HARYANA, PIN - 133001",(0183) 2555594,AMBALA SADAR,AMBALA,HARYANA
UTBI0AMD954,United Bank of India,UTBI0AMD954,NON MICR,AMDANGA,"KAMDEBPUR HAT, VILL & PO-KAMDEBPUR, DIST-NORTH 24 PARGANAS, WEST BENGAL, PIN - 743203",(033) 25360180,KAMDEVPUR,NORTH 24 PARGANAS,WEST BENGAL
UTBI0AMG332,United Bank of India,UTBI0AMG332,NON MICR,AMGURI,"AMGURI, SIBSAGAR - 785680, ASSAM",(03772) 253434,AMGURI,SIBSAGAR,ASSAM
UTBI0AMHH54,United Bank of India,UTBI0AMHH54,NON MICR,ASSAM MEDICAL COLLEGE,"ASSAM MEDICAL COLLEGE CAMPUS, DIBRUGARH - 786002, ASSAM",(0373) 2300668,DIBRUGARH,DIBRUGARH,ASSAM
UTBI0AMK907,United Bank of India,UTBI0AMK907,NON MICR,AMARKANAN,"PO-AMARKANAN, AMARKANAN, DIST-BANKURA, WEST BENGAL, PIN - 722156",(03241) 265222,AMARKANAN,BANKURA,WEST BENGAL
UTBI0AMLJ43,United Bank of India,UTBI0AMLJ43,NON MICR,AMLABAD,"PO- AMLABAD COLLIERY, DHANBAD - 828311, JHARKHAND",(03582) 272006,AMLABAD,BOKARO,JHARKHAND
UTBI0AMMC33,United Bank of India,UTBI0AMMC33,NON MICR,AMTALA (MURSHIDABAD),"VILL & PO-AMTALA, DIST-MURSHIDABAD, WEST BENGAL, PIN - 742121",(03482) 247229,AMTALA,MURSHIDABAD,WEST BENGAL
UTBI0AMP912,United Bank of India,UTBI0AMP912,NON MICR,AMARPUR,"AMARPUR, DIST-SOUTH TRIPURA, TRIPURA, PIN - 799101",(03821) 263225,AMARPUR,SOUTH TRIPURA,TRIPURA
UTBI0AMR722,United Bank of India,UTBI0AMR722,143027002,AMRITSAR,"UPPAL BUILDING.CIENNE, 9, SHASTRI MARKET, AMRITSAR - 143001, PUNJAB",(0183) 2555594,AMRITSAR,AMRITSAR,PUNJAB
UTBI0AMS032,United Bank of India,UTBI0AMS032,NON MICR,AMBASSA,"PO-AMBASSA, DHALAI, DIST-NORTH TRIPURA, TRIPURA, PIN - 799289",(03826) 22245,BILASHPUR,NORTH TRIPURA,TRIPURA
UTBI0AMT253,United Bank of India,UTBI0AMT253,700027216,AMTA,"PO-AMTA, DIST-HOWRAH, WEST BENGAL, PIN - 711401",(03214) 260222,AMTA,HOWRAH,WEST BENGAL
UTBI0ANC843,United Bank of India,UTBI0ANC843,NON MICR,ANNA NAGAR,"1513-E, EAST MAIN ROAD, ANNA NAGAR, WESTERN EXTENSION, CHENNAI - 600101, TAMILNADU",(011) 26273736,CHENNAI,CHENNAI,TAMIL NADU
UTBI0AND258,United Bank of India,UTBI0AND258,NON MICR,ANDUL,"ANDUL BAZAR ROAD, ANDUL-MOURI, DIST-HOWRAH, WEST BENGAL, PIN - 711302",(033) 26690393,HAORA,HOWRAH,WEST BENGAL
UTBI0ANE615,United Bank of India,UTBI0ANE615,400027002,ANDHERI (EAST),"VYOM ARCADE, GROUND FLOOR, OPP. EUPHARMA, OFF SUBHASH ROAD, VILE PARLE (EAST), MUMBAI - 400057, MAHARASHTRA","(022) 28343172, 28248098 (FAX)",MUMBAI,GREATER BOMBAY,MAHARASHTRA
UTBI0ANG483,United Bank of India,UTBI0ANG483,NON -MICR,ANGULEI,"PO-ANGULEI, DIST-KENDRAPARA, ORISSA, PIN - 754232",(06727) 272014,ANGULAI,KENDRAPARA,ORISSA
UTBI0ANKM11,United Bank of India,UTBI0ANKM11,NON-MICR,ANKLESHWAR,"SHOP NO-28,29,36,37,OMKAR COMPLEX,VALIA ROAD,GIDC,ANKLESHWAR,DIST:BHARUCH,GUJRAT PIN-393002",02646-220506  I.P NO-2280820,ANKLESHWAR,BHARUCH,GUJARAT
UTBI0ANLK54,United Bank of India,UTBI0ANLK54,NON MICR,ANGUL,"KANCHAN TALKLEB ROAD, DIST. ANGUL, PIN-759122, ORISSA",(0)9439410120,ANGUL,ANGUL,ORISSA
UTBI0ANP064,United Bank of India,UTBI0ANP064,NON MICR,ANANDAPUR (MEDINIPUR),"VILL & PO-ANANDAPUR, DIST-PASCHIM MEDINIPUR, WEST BENGAL, PIN - 721122",(03227) 252143,ANANDAPUR,MEDINIPUR,WEST BENGAL
UTBI0ANRF90,United Bank of India,UTBI0ANRF90,NON MICR,ANANDAPUR (NADIA),"VILL. ANANADAPUR, P.O. BARA JAGULIA, DIST. NADIA, PIN-741221, WEST BENGAL",(03473)279230,JAGULI(HARINGHATA),NADIA,WEST BENGAL
UTBI0AOV786,United Bank of India,UTBI0AOV786,NON MICR,ASHOK VIHAR,"2, COMMERCIAL SHOPPING CENTRE NO.II, ASHOK VIHAR, PHASE-II, DELHI, DIST-NEW DELHI, DELHI, PIN - 110152",-11,DELHI,NEW DELHI,DELHI
UTBI0APC988,United Bank of India,UTBI0APC988,NON MICR,APCAR GARDEN (ASANSOL),"71 APCAR GARDEN, ASANSOL, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713301",(0341) 2204555,ASANSOL,BARDHAMAN,WEST BENGAL
UTBI0APR675,United Bank of India,UTBI0APR675,NON MICR,AMBIKAPUR,"MAHAMAYA ROAD,, NEAR MAHAMAYA CHOWK,, P.O. AMBIKAPUR, AMBIKAPUR, DIST-DIST. SARGUJA, CHHATISGARH, PIN - 497 001","(0341) 2204553, 2204554",AMBIKAPUR,SURGUJA,CHHATTISGARH
UTBI0ARAK48,United Bank of India,UTBI0ARAK48,NON MICR,ARA,"AHMAD COMMERCIAL COMPLEX(1 ST FLOOR), D.T.ROAD, OPP. TOWN SCHOOL, AT & P.O. ARA ,DIST  BHOJPUR, BIHAR, PIN-802301",,AER,BHOJPUR,BIHAR
UTBI0ARCG26,United Bank of India,UTBI0ARCG26,NON MICR,ARUNACHAL,"SILCHAR-KALAIN ROAD, PO-ARUNACHAL, DIST-CACHAR, ASSAM, PIN - 788025",(03842) 278191,ARUNACHAL,CACHAR,ASSAM
UTBI0ARG910,United Bank of India,UTBI0ARG910,NON MICR,ARANGHATA,"ARANGHATA, DIST-NADIA, WEST BENGAL, PIN - 741501",(03473) 262228,ARANGHATA,NADIA,WEST BENGAL
UTBI0ARI977,United Bank of India,UTBI0ARI977,781027009,ARIADAHA,"28, ABINASH SARKAR ROAD, KOLKATA - 700076, WEST BENGAL","(0361) 2544117, 2635953",KAMARHATI,NORTH 24 PARGANAS,WEST BENGAL
UTBI0ARM950,United Bank of India,UTBI0ARM950,700027011,ARAMBAGH,"LINK ROAD, ARAMBAGH, DIST-HOOGHLY, WEST BENGAL, PIN - 712601",(03211) 255170,HUGLI,HOOGHLY,WEST BENGAL
UTBI0ARN852,United Bank of India,UTBI0ARN852,NON MICR,A S RAO NAGAR,"ROYAL EMBASSY, 1ST FLOOR (EASTERN PART), PLOT NO.50,, ANUPURAM, DR. A.S. RAO NAGAR,, SECUNDERABAD, DIST-HYDERABAD, ANDHRA PRADESH, PIN - 500 062",(),SECUNDERABAD CANTONMENT,HYDERABAD URBAN,ANDHRA PRADESH
UTBI0ARRK51,United Bank of India,UTBI0ARRK51,NON-MICR,ARARIA,"A.D.B CHOWK, BUS STAND ROAD, AT & P.O. ARARIA, DIST. ARARIA, BIHAR, PIN-854311",,ARARIA,ARARIA,BIHAR
UTBI0ARS067,United Bank of India,UTBI0ARS067,NON -MICR,ARSHA,"PO-ARSHA, DIST-PURULIA, WEST BENGAL, PIN - 723201",(),ARSHA,PURULIYA,WEST BENGAL
UTBI0ASA704,United Bank of India,UTBI0ASA704,110027002,ASAF ALI ROAD,"12/4, ASAF ALI ROAD, NEW DELHI - 110002, NEW DELHI",,DELHI,NEW DELHI,DELHI
UTBI0ASBF73,United Bank of India,UTBI0ASBF73,NON MICR,ASANSOL STATION BAZAR,"DIVISIONAL RAILWAY MANAGER'S OFFICE, EASTERN RAILWAY , ASANSOL-713301, DT. - BURDWAN",,ASANSOL,BARDDHAMAN,WEST BENGAL
UTBI0ASHC54,United Bank of India,UTBI0ASHC54,NON MICR,ASANSOL HUTTON ROAD,"HUTTN ROAD, ASANSOL, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713301",(0341) 2204555,ASANSOL,BARDHAMAN,WEST BENGAL
UTBI0ASKF55,United Bank of India,UTBI0ASKF55,NON MICR,ASHOKNAGAR KALYANGARH,"PO-ASHOKNAGAR, DIST-NORTH 24 PARGANAS, WEST BENGAL",(03672) 280226,ASHOKNAGAR,NORTH 24 PARGANAS,WEST BENGAL
UTBI0ASL202,United Bank of India,UTBI0ASL202,NON MICR,ASANSOL,"POST BOX NO-147, 356 G T ROAD (EAST), ASANSOL, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713301","(0341) 2204553, 2204554",BARDDHAMAN,BARDHAMAN,WEST BENGAL
UTBI0ASNE47,United Bank of India,UTBI0ASNE47,NON -MICR,ASNAN,"MOYNA BLOCK, VILL & PO-ASNAN, DIST-PURBA MEDINIPUR, WEST BENGAL, PIN - 721642",(),ASNAN,PURBA MEDINIPUR,WEST BENGAL
UTBI0ASR631,United Bank of India,UTBI0ASR631,380027007,ASHRAM ROAD,"SADURAM CHAMBERS, OPPSITE-GUJARAT VIDYAPITH, ASHRAM ROAD, AHMEDABAD - 380014, GUJRAT","(079) 27542245, 27542545",AHMEDABAD,AHMEDABAD,GUJARAT
UTBI0ASUC41,United Bank of India,UTBI0ASUC41,NON MICR,ASANSOL USHAGRAM,"G T ROAD (EAST), USHAGRAM, ASANSOL, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713303",(0341) 2204556,ASANSOL,BARDHAMAN,WEST BENGAL
UTBI0ATLG62,United Bank of India,UTBI0ATLG62,NON -MICR,A T LINES,"A T LINES, B O C POINT, IMPHAL - 795001, MANIPUR",(0385) 2221483,IMPHAL,IMPHAL,MANIPUR
UTBI0ATPH56,United Bank of India,UTBI0ATPH56,NON MICR,ATPPF,"LALMATI, GUWAHATI, DIST-KAMRUP, ASSAM",(0361) 2300026,GUWAHATI,KAMRUP,ASSAM
UTBI0ATR376,United Bank of India,UTBI0ATR376,781027009,A.T.ROAD,"A T ROAD, GUWAHATI, DIST-KAMRUP, ASSAM, PIN - 781001","(0361) 2544117, 2635953",GUWAHATI,KAMRUP,ASSAM
UTBI0ATUW22,United Bank of India,UTBI0ATUW22,NON-MICR,ANANTAPUR,"VILL. ANANTAPUR,P.O. CHANSERPUR,DIST. PURBA MEDINIPUR,WEST BENGAL,PIN – 721653",03228-245122,PANSKURA,PURBA MEDINIPUR,WEST BENGAL
UTBI0AUA845,United Bank of India,UTBI0AUA845,756027002,ALUVA,"GROUND FLOOR, NEAR ALUVA MUNICIPAL BUS STAND,, MARKET ROAD, ALUVA,, PIN-683 101, ERNAKULAM,KERALA, ALUVA, DIST-ERNAKULAM, KERALA, PIN - 683 101","(06782) 262253, MGR-(RES) 262379",ALUVA,ERNAKULAM,KERALA
UTBI0AUDK65,United Bank of India,UTBI0AUDK65,NON MICR,AURANGABAD (BIHAR),"OPP. TOWN THANA, OLD G.T. ROAD, AURANGABAD-824101,BIHAR",(0)9430494870,AURANGABAD,AURANGABAD,BIHAR
UTBI0AUR623,United Bank of India,UTBI0AUR623,700027207,AURANGABAD,"VINAIK RAO PATIL CHAWK, STATION ROAD, USMANPURA, AURANGABAD - 431005, MAHARASHTRA",(03214) 266254,AURANGABAD,AURANGABAD,MAHARASHTRA
UTBI0AVRM03,United Bank of India,UTBI0AVRM03,NON-MICR,ABHANPUR,"DAWDA PALACE, NEAR BUS STAND, SHASHTRI CHOWK, PO & PS.ABHANPUR DIST.RAIPUR, PIN-493661,CHHATISHGARH",0771-2774622,ABHANPUR,RAIPUR,CHHATTISGARH
UTBI0AZIC83,United Bank of India,UTBI0AZIC83,NON MICR,AZIMGANJ,"MARBLE HOUSE, PO-AZIMGANJ, DIST-MURSHIDABAD, WEST BENGAL, PIN - 742122",(03483) 253229,JIAGANJ-AZIMGANJ,MURSHIDABAD,WEST BENGAL
UTBI0AZLH57,United Bank of India,UTBI0AZLH57,796027002,AIZWAL,"RAMHLUN ROAD, CHANMARI, AIZWAL - 796001, MIZORAM",(0389) 2305516,AIZAWL,AIZAWAL,MIZORAM
UTBI0AZR579,United Bank of India,UTBI0AZR579,NON MICR,AZAD NAGAR,"ASHIRVAD COMPLEX, 2/448 NAWABGANJ , AZAD NAGAR, KANPUR- 208002, UTTAR PRADESH",,NAWABGANJ,ALLAHABAD,UTTAR PRADESH
UTBI0BAAG13,United Bank of India,UTBI0BAAG13,NON -MICR,BAHRAMPUR,"BAHRAMPUR, DIST-NAGAON, ASSAM, PIN - 782102",(03672) 227484,BAHRAMPUR,NAGAON,ASSAM
UTBI0BABG09,United Bank of India,UTBI0BABG09,NON -MICR,BABEJIA,"BABEJIA, NAGAON - 782142, ASSAM",(03672) 280226,BABEGIA,NAGAON,ASSAM
UTBI0BACE13,United Bank of India,UTBI0BACE13,NON -MICR,BACHAIBARI,"PO-PURANBAZAR, KHOWAI, DIST-WEST TRIPURA, TRIPURA, PIN - 799201",(03825) 222441,BACHAIBARI,WEST TRIPURA,TRIPURA
UTBI0BADJ15,United Bank of India,UTBI0BADJ15,NON -MICR,BADAKODANDA,"PO-BADAKODANDA, DIST-GANJUM, ORISSA, PIN - 761125",(06821) 241114,BADAKODANDA,GANJAM,ORISSA
UTBI0BAE480,United Bank of India,UTBI0BAE480,NON MICR,BAHERI,"BAHERI, DARBHANGA - 847105, BIHAR",,DARBHANGA,DARBHANGA,BIHAR
UTBI0BAGD38,United Bank of India,UTBI0BAGD38,NON -MICR,BABUGRAM,"PO-BABUGRAM, DIST-PURULIA, WEST BENGAL, PIN - 723133",(03251) 251021,BABUGRAM,PURULIYA,WEST BENGAL
UTBI0BAH010,United Bank of India,UTBI0BAH010,NON MICR,BAGDAH,"BAGDAH, DIST-NORTH 24 PARGANAS, WEST BENGAL, PIN - 743232",(03215) 263234,BAGDAH,NORTH 24 PARGANAS,WEST BENGAL
UTBI0BAIJ61,United Bank of India,UTBI0BAIJ61,NON -MICR,BAHDINPUR,"PO-BAHDINPUR, VIA-PAROO, DIST-MUZAFFARPUR, BIHAR, PIN - 843112",(),BAHDINPUR,MUZAFFARPUR,BIHAR
UTBI0BAJC18,United Bank of India,UTBI0BAJC18,NON MICR,BAGJOLA,"PO-KOLSUR, DIST-NORTH 24 PARGANAS, WEST BENGAL, PIN - 743438",(033) 220234,BAGJOLA,NORTH 24 PARGANAS,WEST BENGAL
UTBI0BAK071,United Bank of India,UTBI0BAK071,NON MICR,BARAKAR,"PO-BARAKAR, DIST-BARDDHAMAN, WEST BENGAL, PIN - 713324",(0341) 2520150,BARAKAR,BARDHAMAN,WEST BENGAL
UTBI0BAL425,United Bank of India,UTBI0BAL425,756027002,BALASORE,"VIVEKANANDA MARG, BALASORE, DIST-BALASORE, ORISSA, PIN - 756001","(06782) 262253, MGR-(RES) 262379",BALASORE,BALASORE,ORISSA
UTBI0BAM089,United Bank of India,UTBI0BAM089,NON MICR,BAGMUNDI,"PO-BAGMUNDI, DIST-PURULIA, WEST BENGAL, PIN - 723152",(03254) 240280,BAGHMUNDI,PURULIA,WEST BENGAL
