ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
1399,Corporation Bank,1399,N A,PUNE - AUNDH,"NO. 1 GROUND FLOOR, WESTEND CENTRE III S.NO. 169/1, NAGRAS ROAD, AUNDH, PUNE-411007",,PUNE,PUNE,MAHARASHTRA
1478,Corporation Bank,1478,NA,ITALVA - GUJARATH,"NO. 575, MAIN ROAD, ITALVA,  PO JAMLPORE DIST. NAVSARI, GUJARATH-396445",,TARAPUR,ANAND,GUJARAT
1488,Corporation Bank,1488,NA,VALASAN,"NO.9 PATEL SOCIETY, GROUND FLOOR, OPP.SWAMINARAYAN MANDIR,  VALASAN, DIST ANAND, -388326",,VALASANA,MAHESANA,GUJARAT
1502,Corporation Bank,1502,N A,PERIYA VALAVADI,"NO.3/114,BAZAAR STREET, PERIYA VALAVADI,  UDUMALPET TALUK, TIRUPPUR DISTRICT.-642132",,UDUMALPET,COIMBATORE,TAMIL NADU
1519,Corporation Bank,1519,NA,MORINDA,"GROUND FLOOR, DOOR NO 529, WARD NO 5,  LUDHIANA CHANDIGARH ROAD, MORINDA, RUPNAGAR DIST.-140101",,MORINDA,RUPNAGAR,PUNJAB
1526,Corporation Bank,1526,NA,BHUSAULA DANAPUR,"VILLAGE BHUSAULA DANAPUR, POST MUBARAKPUR,  POLICE STATION PHULWARISHARIF, PATNA-801505",,MUBARAKPUR,SARAN,BIHAR
1534,Corporation Bank,1534,N A,CHANDWAJI [RAJASTHAN],"SHOP NO. 8 & 9 VILLAGE SUNDERPURA, CHANDWAJI,  DIST JAIPUR, -303104",,CHANDWAJI,JAIPUR,RAJASTHAN
CORP0000001,Corporation Bank,CORP0000001,576017002,UDUPI,P B NO 15  CORPORATION BANK BUILDING  CORPORATION BANK ROAD  UDUPI   576001,,UDUPI,UDUPI,KARNATAKA
CORP0000002,Corporation Bank,CORP0000002,576017202,KUNDAPUR,GURUPRASAD   MAIN ROAD  P B  NO  11  KUNDAPURA   576201,,VADERAHOBALI,UDUPI,KARNATAKA
CORP0000003,Corporation Bank,CORP0000003,575017004,MANGALORE CARSTREET,CAR STREET  P B NO 84    MANGALORE   575001,,MANGALORE,DAKSHINA KANNADA,KARNATAKA
