ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
APMC0000001,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000001,NA,HEAD OFFICE,"5-3-989,3RD FLOOR, SHERZA ESTATE, N.S. ROAD, OSMANGUNJ, HYDERABAD - 500 095",040-23437100,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000002,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000002,500142002,BEGUMBAZAR,"14-7-30&31,1ST FLOOR,BEGUM BAZAR,HYDERABAD 500012",040-23437131,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000003,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000003,500142003,BALANAGAR,"3-66,1ST FLOOR ,SHOBHANA COMPLEX,BAL NAGAR,HYDERABAD,500037",040-23770307,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000004,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000004,500142004,KHAIRTHABAD,"1ST FLOOR, HAFEZ COMPLEX, 6-1-1060, SAIFABAD (P.O), KHAIRATABAD, HYDERABAD - 500 004",040-23431802,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000005,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000005,500142005,SHAMSHEERGUNJ,"18-4-568, MAIN ROAD, SHAMSHEERGUNJ, HYDERABAD - 500 253",040-23437116,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000006,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000006,500142006,SULTAN BAZAR,"4-3-339, 1ST FLOOR, BANK STREET, HYDERABAD - 500 095",040-23437151,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000007,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000007,500142007,M G ROAD - SECBAD,"2-2-57/19, 1ST FLOOR, M.G. ROAD, SECUNDERABAD - 500 003",040-23437139,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000008,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000008,500142008,HIMAYATH NAGAR,"3-6-276/277, OLD MLA QUARTERS, HIMAYATNAGAR, HYDERABAD - 500 029",040-23431804,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000009,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000009,500142009,SERILINGAMPALLY,"5-201/1&2, 1ST FLOOR, BHEL, ABOVE CARONA FOOTWEAR, MAIN ROAD, SERILINGAMPALLY, HYDERABAD - 500 036",040-23437130,HYDERABAD,HYDERABAD,ANDHRA PRADESH
APMC0000010,The A.P. Mahesh Co-Op Urban Bank Ltd,APMC0000010,500142010,KACHIGUDA,"3-4-4, 1ST FLOOR, KACHIGUDA STATION ROAD, HYDERABAD - 500027",040-23437134,HYDERABAD,HYDERABAD,ANDHRA PRADESH
