ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
AUCB0000001,Almora Urban Co-Operative Bank ltd,AUCB0000001,,HEAD OFFICE,LALA BAZAR ALMORA,05962-231947,ALMORA,ALMORA,UTTARANCHAL
AUCB0000002,Almora Urban Co-Operative Bank ltd,AUCB0000002,263 849 102,CHOWK BAZAR ALMORA,CHOWK BAZAR ALMORA,05962- 230702,ALMORA,ALMORA,UTTARANCHAL
AUCB0000003,Almora Urban Co-Operative Bank ltd,AUCB0000003,263 849 602,SADAR BAZAR RANIKHET,SADAR BAZAR RANIKHET,05966-220805,RANIKHET,ALMORA,UTTARANCHAL
AUCB0000004,Almora Urban Co-Operative Bank ltd,AUCB0000004,263 849 702,CHOWK BAZAR BAGESHWAR,CHOWK BAZAR BAGESHWAR,05963-220176,BAGESHWAR,BAGESHWAR,UTTARANCHAL
AUCB0000005,Almora Urban Co-Operative Bank ltd,AUCB0000005,263 849 651,DUNAGIRI ROAD DWARAHAT,DUNAGIRI ROAD DWARAHAT,05966-244119,DWARAHAT,ALMORA,UTTARANCHAL
AUCB0000006,Almora Urban Co-Operative Bank ltd,AUCB0000006,262 849 802,GANDHI CHOWK PITHORAGARH,GANDHI CHOWK PITHORAGARH,05964-224958,PITHORAGARH,PITHORAGARH,UTTARANCHAL
AUCB0000007,Almora Urban Co-Operative Bank ltd,AUCB0000007,263 849 002,MEERA MARG HALDWANI,MEERA MARG HALDWANI,05946-251219,HALDWANI,NAINITAL,UTTARANCHAL
AUCB0000008,Almora Urban Co-Operative Bank ltd,AUCB0000008,263 849 302,BADA BAZAR NAINITAL,BADA BAZAR NAINITAL,05942-236985,NAINITAL,NAINITAL,UTTARANCHAL
AUCB0000009,Almora Urban Co-Operative Bank ltd,AUCB0000009,263 849 202,VEER HAQIQAT RAI MARG RUDRAPUR,VEER HAQIQAT RAI MARG RUDRAPUR,05944-244735,RUDRAPUR,UDHAM SINGH NAGAR,UTTARANCHAL
AUCB0000010,Almora Urban Co-Operative Bank ltd,AUCB0000010,263 849 003,NAVEEN ADARSH MANDI HALDWANI,NAVEEN ADARSH MANDI HALDWANI,05946-246043,HALDWANI,NAINITAL,UTTARANCHAL
AUCB0000011,Almora Urban Co-Operative Bank ltd,AUCB0000011,244 849 402,JWALA LINE RAMNAGAR,JWALA LINE RAMNAGAR,05947-252826,RAMNAGAR,NAINITAL,UTTARANCHAL
AUCB0000012,Almora Urban Co-Operative Bank ltd,AUCB0000012,262 849 351,MAIN MARKET TANAKPUR,MAIN MARKET TANAKPUR,05943-265911,TANAKPUR,CHAMPAWAT,UTTARANCHAL
AUCB0000013,Almora Urban Co-Operative Bank ltd,AUCB0000013,262 849 502,KHATIMA ROAD SITARGANJ,KHATIMA ROAD SITARGANJ,05948-244848,SITARGANJ,UDHAM SINGH NAGAR,UTTARANCHAL
AUCB0000014,Almora Urban Co-Operative Bank ltd,AUCB0000014,263 849 004,KALADHUNGI ROAD (EVENING),KALADHUNGI ROAD (EVENING),05946-255144,HALDWANI,NAINITAL,UTTARANCHAL
AUCB0000015,Almora Urban Co-Operative Bank ltd,AUCB0000015,262 849 302,SITARGANJ ROAD KHATIMA,SITARGANJ ROAD KHATIMA,05943-252710,KHATIMA,UDHAM SINGH NAGAR,UTTARANCHAL
AUCB0000016,Almora Urban Co-Operative Bank ltd,AUCB0000016,244 849 202,POST OFFICE ROAD KASHIPUR,POST OFFICE ROAD KASHIPUR,05947-273252,KASHIPUR,UDHAM SINGH NAGAR,UTTARANCHAL
AUCB0000017,Almora Urban Co-Operative Bank ltd,AUCB0000017,263 849 502,MAIN MARKET KICHHA,MAIN MARKET KICHHA,05944-263310,KICHHA,UDHAM SINGH NAGAR,UTTARANCHAL
AUCB0000018,Almora Urban Co-Operative Bank ltd,AUCB0000018,263 849 052,MALLITAL BHIMTAL,MALLITAL BHIMTAL,05942-248381,BHIMTAL,NAINITAL,UTTARANCHAL
AUCB0000019,Almora Urban Co-Operative Bank ltd,AUCB0000019,,HARIDWAR ROAD RISHIKESH,HARIDWAR ROAD RISHIKESH,0135-2435353,RISHIKESH,DEHRA DUN,UTTARANCHAL
AUCB0000020,Almora Urban Co-Operative Bank ltd,AUCB0000020,,HARIDWAR ROAD SHYAMPUR,HARIDWAR ROAD SHYAMPUR,0135-2452488,SHYAMPUR,DEHRA DUN,UTTARANCHAL
AUCB0000021,Almora Urban Co-Operative Bank ltd,AUCB0000021,,HARIDWAR ROAD RAIWALA,HARIDWAR ROAD RAIWALA,0135-2484844,RAIWALA,DEHRA DUN,UTTARANCHAL
AUCB0000022,Almora Urban Co-Operative Bank ltd,AUCB0000022,262 849 602,STATION ROAD CHAMPAWAT,STATION ROAD CHAMPAWAT,05965-231056,CHAMPAWAT,CHAMPAWAT,UTTARANCHAL
AUCB0000023,Almora Urban Co-Operative Bank ltd,AUCB0000023,262 849 651,KHADI BAZAR LOHAGHAT,KHADI BAZAR LOHAGHAT,05965-235477,LOHAGHAT,CHAMPAWAT,UTTARANCHAL
AUCB0000024,Almora Urban Co-Operative Bank ltd,AUCB0000024,263 849 053,HALDWANI ROAD KALADHUNGI,HALDWANI ROAD KALADHUNGI,05942-242440,KALADHUNGI,NAINITAL,UTTARANCHAL
AUCB0000025,Almora Urban Co-Operative Bank ltd,AUCB0000025,263 849 051,NAINITAL ROAD LALKUAN,NAINITAL ROAD LALKUAN,05945-268833,LALKUAN,NAINITAL,UTTARANCHAL
AUCB0000026,Almora Urban Co-Operative Bank ltd,AUCB0000026,,DEVI ROAD KOTDWAR,DEVI ROAD KOTDWAR,01382-229975,KOTDWARA,GARHWAL,UTTARANCHAL
