ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
BKID0000001,Bank of India,BKID0000001,400013087,MUMBAI MAIN,"MUMBAI MAIN,70/80, M.G. ROAD,P.B. NO. 238, MUMBAI,MUMBAI(BOMBAY),INDIA,400023,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000002,Bank of India,BKID0000002,400013003,ANDHERI WEST,"ANDHERI WEST,28 S.V RAOD,PB 7358 ANDHERI WEST,MUMBAI(BOMBAY),INDIA,400058,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000003,Bank of India,BKID0000003,400013008,BALLARD ESTATE,"BALLARDESTATE,DARABSHAW HOUSE,NAROTTAM MORARJI MARG,,MUMBAI(BOMBAY),INDIA,400021,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000004,Bank of India,BKID0000004,400013026,RAMDAS NAIK MARG,"RAMDAS NAYAK MARG (HILL ROAD),56 HILL ROAD,BANDRA,MUMBAI(BOMBAY),INDIA,400050,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000005,Bank of India,BKID0000005,400013005,MUMBAI CENTRAL,"MUMBAI CENTRAL,SAHKTI SADAN C BLK,DR  DADA SAHEB BHADAKA,MUMBAI(BOMBAY),INDIA,400007,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000006,Bank of India,BKID0000006,400013007,BORIVLI (WEST),"BORIVALI WEST,MANGAL KUNJ,S.V.ROAD, BORIVLI WEST,MUMBAI(BOMBAY),INDIA,400092,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000007,Bank of India,BKID0000007,400013009,BREACH CANDY,"BREACH CANDY,SKY SCRAPER A,4/697, BHULABHAI DESAI,MUMBAI,400026,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000008,Bank of India,BKID0000008,400013011,BULLION EXCHANGE,"BULLION EXCHANGE,185, SHEIKH MEMON STREET,,POST BOX NO. 2313,,MUMBAI,400002,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000009,Bank of India,BKID0000009,400013065,CHEMBUR,"CHEMBUR,NEAR CHEMBUR NAKA,POST BAG -7207,MUMBAI,400071,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000010,Bank of India,BKID0000010,400013014,CHUCHGATE,"CHURCHGATE,EROS THEATRE BUILDING,,JAMSHEDJI TATA ROAD,,MUMBAI(BOMBAY),INDIA,400020,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000012,Bank of India,BKID0000012,400013013,C P TANK,"C P TANK,CHANDARAMJI GIRLS HIGH,SCHOOL BLDG C P TANK,MUMBAI(BOMBAY),INDIA,400004,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000013,Bank of India,BKID0000013,400013015,CUMBALLA HILL,"CUMBALA HILL,DELL STAR NS PATKAR MA,HUGHES ROAD,MUMBAI(BOMBAY),INDIA,400026,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000015,Bank of India,BKID0000015,400013019,DADAR WEST,"DADAR (WEST),61 GOKHALE RD NORTH,NR. PORTUGUES. CHURCH,MUMBAI,400028,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000016,Bank of India,BKID0000016,400013020,ELECTRIC HOUSE,"ELECTRIC HOUSE,ELETRIC HOUSE,BEST MARG, COLBA,MUMBAI,400001,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000017,Bank of India,BKID0000017,400013021,D.N.ROAD,"D.N.ROAD,SADHANA RAYON ROAD,D.N.ROAD,MUMBAI(BOMBAY),INDIA,400001,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000018,Bank of India,BKID0000018,400013066,GANDHI MARKET,"GANDHI MARKET,96 SION MATHUNGA ESTAT,MATHUGA,MUMBAI(BOMBAY),INDIA,400022,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000019,Bank of India,BKID0000019,400013067,GHATKOPAR EAST,"GHATKOPAR EAST,KIRAN NIKETAN,TILAK ROAD, GHATGOPAR,MUMBAI(BOMBAY),INDIA,400077,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000020,Bank of India,BKID0000020,400013025,GHATKOPAR (WEST),"GHATKOPAR WEST,MAHATMA GANDHI ROAD,GHATGOPAR WEST,MUMBAI(BOMBAY),INDIA,400086,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000021,Bank of India,BKID0000021,400013024,GIRGAUM,"GIRGAUM,281, JAGANNATH SHANKER,SETH ROAD GIRGAUM,MUMBAI(BOMBAY),INDIA,400062,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000022,Bank of India,BKID0000022,400013022,GOREGAON WEST,"GOREGAON WEST,PATKAR COLLEGE BLDGS,S.V.ROAD, GOREGAON.,MUMBAI(BOMBAY),INDIA,400062,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000023,Bank of India,BKID0000023,400013023,GRANT ROAD,"GRANT ROAD,ALANKAR BUILD,BALARAM ROAD,MUMBAI(BOMBAY),INDIA,400007,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000024,Bank of India,BKID0000024,400013030,KALBADEVI,"KALBADEVI,ROUND BUILDING,SHAMALDAS GANDHI MARG,MUMBAI,400002,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000025,Bank of India,BKID0000025,400013069,KALYAN,"KALYAN,GANGA 1ST FLOOR,ZUNJARRAO NAGAR KALAYA,MUMBAI(BOMBAY),INDIA,421301,MAHARASHTRA",THANE,,,MAHARASHTRA
BKID0000026,Bank of India,BKID0000026,400013031,KHAR,"KHAR,531, LINKING ROAD NEAR,NATIONAL COLLEGE, KHAR,MUMBAI(BOMBAY),INDIA,400052,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000027,Bank of India,BKID0000027,400013070,KHODADAD CIRCLE,"KHODADAD CIRCLE,B/2 EMPRESS MAHAL,DADAR TT,MUMBAI(BOMBAY),INDIA,400014,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000028,Bank of India,BKID0000028,400013034,MAHALAXMI,"MAHALAXMI,8A, BHULABHAI DESAI RO,NEAR MAHALAXMI TEMPLE,,MUMBAI(BOMBAY),INDIA,400026,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000029,Bank of India,BKID0000029,400013072,MAHESHWARI UDYAN,"MAHESWARI UDHYAN,452 BHAU DHAJI ROAD,BEH JAIN TEMPLE,MUMBAI(BOMBAY),INDIA,400019,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000030,Bank of India,BKID0000030,400013035,MAHIM (W),"MAHIM,GOHIL HOUSE,LADY JAMSHEDJI ROAD,MUMBAI(BOMBAY),INDIA,400016,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000031,Bank of India,BKID0000031,400013037,MALAD (WEST),"MALAD (WEST),SWAMI VIVEKANAND ROAD,POST BOX NO. 7603,MUMBAI,400064,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000032,Bank of India,BKID0000032,400013033,MANDVI,"MANDVI,KANMOOR HOUSE,281/287 NARSI NATHA ST,MUMBAI,400009,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000035,Bank of India,BKID0000035,400013075,NAIGAON CROSS ROAD,"NAIGAUM CROSS ROAD,95 DADASHAEB PHALKERD,DADAR,MUMBAI(BOMBAY),INDIA,400014,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000036,Bank of India,BKID0000036,400013042,NANA CHOWK,"NANA CHOWK,296-A SHANKAR SHETT,MANSION, TARDEO RD,MUMBAI(BOMBAY),INDIA,400007,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000037,Bank of India,BKID0000037,400013046,PRABHADEVI,"PRABHADEVI,VIP HOUSE, 88/C,,PRABHADEVI ROAD,MUMBAI,400025,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000038,Bank of India,BKID0000038,400013047,SAKINAKA,"SAKI NAKA,SIR MATHURADAS VASANJI,SAKI NAKA,,MUMBAI,400072,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000039,Bank of India,BKID0000039,400013048,PRATHANA SAMAJ,"PRARTHANA SAMAJ,417 SERVANTS OF INDIA,SOC BUILDING,MUMBAI(BOMBAY),INDIA,400004,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000040,Bank of India,BKID0000040,400013049,SANTACRUZ,"SANTACRUZ,GREEN BUNGLOW SV ROAD,SANTACRUZ WEST,MUMBAI(BOMBAY),INDIA,400054,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000041,Bank of India,BKID0000041,400013078,SION,"SION,29 AMBA BHAVAN,MAHARANI LAXMI BAI CHO,MUMBAI(BOMBAY),INDIA,400022,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000042,Bank of India,BKID0000042,400013052,TARDEO ROAD,"TARDEO ROAD,MILAN APARTMENTS,87, TARDEO ROAD,MUMBAI(BOMBAY),INDIA,400034,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000043,Bank of India,BKID0000043,400013080,THANE,"THANE,SHIVAJI PATH,POST BOX NO 43 THANE,MUMBAI(BOMBAY),INDIA,400601,MAHARASHTRA",THANE,,,MAHARASHTRA
BKID0000044,Bank of India,BKID0000044,400013085,TURBHE,"TURBHE,PLOT 34,SECTOR 24, TK JOSHI ROAD,MUMBAI,400705,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000045,Bank of India,BKID0000045,400013081,ULHASNAGAR,"ULHASNAGAR-(MAIN),FURNITURE BAZAR, P.B.N,ULHASNAGAR,,MUMBAI(BOMBAY),INDIA,421002,MAHARASHTRA",THANE,,,MAHARASHTRA
BKID0000046,Bank of India,BKID0000046,400013055,VILE PARLE (EAST),"VILE PARLE EAST,52 HANUMAN RAOD,VILE PARLE EAST,MUMBAI(BOMBAY),INDIA,400057,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000047,Bank of India,BKID0000047,400013059,WALKESHWAR,"WALKESHWAR,NAVAYUG NIKETAN,185 WALKESWHAR ROAD,MUMBAI(BOMBAY),INDIA,400006,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000048,Bank of India,BKID0000048,400013058,WODEHOUSE ROAD,"WODEHOUSE ROAD,SETH M.F. PANDAY CHARI,BUILDING, 108-110, WOD,MUMBAI,400005,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000049,Bank of India,BKID0000049,400013057,WORLI NAKA,"WORLI NAKA,PANKAJ MANSION,DR ANNIE BESENT RD,MUMBAI(BOMBAY),INDIA,400018,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000050,Bank of India,BKID0000050,400013073,MULUND EAST,"MULUND (EAST),VALLABH APT HANUMAN CK,L T ROAD MULUND EAST,MUMBAI(BOMBAY),INDIA,400081,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000051,Bank of India,BKID0000051,400013006,BORIVILI EAST,"BORIVALI(E),KASTURBA CROSS RD NO 8,BORIVALI EAST,MUMBAI,400066,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000052,Bank of India,BKID0000052,400013084,WADALA WEST,"WADALA WEST,328 KATRAK ROAD,WADALA,MUMBAI(BOMBAY),INDIA,400031,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000053,Bank of India,BKID0000053,400013094,BELAPUR,"BELAPUR,POST KONKAN BHAVAN,BELAPUR DIST THANE,MUMBAI(BOMBAY),INDIA,400614,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000054,Bank of India,BKID0000054,400013062,BANGLI NAKA,"SAMADHAN, BANGLI NAKA, SANDUR, VASAI WEST MAHARASHTRA- 401201",THANE,,,MAHARASHTRA
BKID0000055,Bank of India,BKID0000055,400013040,NAGPADA,"NAGPADA,NAGPADA NEIGHBOUR HOOD,DIMTIMKAR ROAD BYCULLA,MUMBAI(BOMBAY),INDIA,400008,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000056,Bank of India,BKID0000056,400013018,DANDA KHAR,"DANDA(KHAR),CHITRAKAR DHURANDAR,MARG,1ST RD ,KHAR,MUMBAI,400052,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000057,Bank of India,BKID0000057,400013043,NARIMAN POINT,"NARIMAN POINT,AIR INDIA BLDG,,216BACKBAY RECLAMATION,MUMBAI,400021,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000058,Bank of India,BKID0000058,400013056,VILE PARLE WEST,"VILE PARLE (WEST),BHAVAN APARTMENT,185,SWAMI VIVEKANAN RD,MUMBAI,400056,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000059,Bank of India,BKID0000059,400013027,JACOB CIRCLE,"JACOB CIRCLE,MAULANA AZAD ROAD,JACOB CIRCLE,MUMBAI(BOMBAY),INDIA,400011,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
BKID0000060,Bank of India,BKID0000060,400013041,NULL BAZAR,"NULL BAZAR,105/113 AHMED MANZIL,NULL BAZAR,MUMBAI,400003,MAHARASHTRA",GREATER MUMBAI,,,MAHARASHTRA
