ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
VIJB0001001,Vijaya Bank,VIJB0001001,560029002,"ADUGODI,BANGALORE","P B NO 8227, 29,HOSUR ROAD, ADUGODI, BANGALORE,KARNATAKA, 560030","PHONE: 080-25711999, ,",BANGALORE,BANGALORE URBAN,KARNATAKA
VIJB0001002,Vijaya Bank,VIJB0001002,NON MICR,"ALDUR,KARNATAKA","MAIN ROAD, ALDUR, CHIKMAGALUR DIST, KARNATAKA STATE, 577111",PHONE:08262  250036,ALDUR,CHICKMAGALUR,KARNATAKA
VIJB0001003,Vijaya Bank,VIJB0001003,575029002,"ALPE PADIL,MANGALORE","SRIRAM COMPLEX, PADIL JUNCTION, ALPE PADIL, MANGALORE,KARNATAKA, 575007",PHONE:0824 2276652,MANGALORE,DAKSHINA KANNADA,KARNATAKA
VIJB0001004,Vijaya Bank,VIJB0001004,NON MICR,"ALUR,KARNATAKA","MAIN ROAD, ALUR, CHAMRAJNAGAR DIST, KARNATAKA STATE, 571117",PHONE:08226 232225,ALUR,BIJAPUR,KARNATAKA
VIJB0001005,Vijaya Bank,VIJB0001005,NON MICR,"ANAGODU,KARNATAKA","PUNE B'LORE ROAD, ANAGODU, DAVANAGERE DIST, KARNATAKA STATE, 577556",PHONE:08192 212623,HANAGODU,MYSORE,KARNATAKA
VIJB0001006,Vijaya Bank,VIJB0001006,NON-MICR,"ANNIGERI,KARNATAKA","NIRMALA BLDG, NEAR KSRTC BUS STAND,ANNIGERI, NAVALGUND TALUK, DHARWAR DIST,KARNATAKA, 582201",PHONE:08380 222737,ANNIGERI,DHARWAD,KARNATAKA
VIJB0001007,Vijaya Bank,VIJB0001007,NON MICR,"ARDI,KARNATAKA","S K ROAD, ARDI, KUNDAPUR TALUK, UDUPI DIST,KARNATAKA, 576212",PHONE:08259 285221,ARDI,UDUPI,KARNATAKA
VIJB0001008,Vijaya Bank,VIJB0001008,NON MICR,"ARSIKERE,KARNATAKA","P B NO 42, 1558,B H ROAD, ARSIKERE, KARNATAKA STATE, 573103",,ARSIKERE,HASSAN,KARNATAKA
VIJB0001009,Vijaya Bank,VIJB0001009,NON MICR,"ASHOKNAGAR,MANGALORE","M U D A BUILDING, KULUR FERRY ROAD, ASHOKNAGAR, MANGALORE,KARNATAKA, 575006","PHONE: 0824-2453646-RL, ,",MANGALORE,DAKSHINA KANNADA,KARNATAKA
VIJB0001010,Vijaya Bank,VIJB0001010,NONMICR,"ATHIKARIBETTU,KARNATAKA","MAIN ROAD, ATHIKARIBETTU, MANGALORE TALUK, D K DIST,KARNATAKA, 574171",PHONE: 0824 2290519,ATHIKARIBETTU,DAKSHINA KANNADA,KARNATAKA
VIJB0001011,Vijaya Bank,VIJB0001011,NON MICR,"ATHRADI,KARNATAKA","ATHRADI, UDUPI TALUK, UDUPI DISTRICT, KARNATAKA STATE, 576107",PHONE:0820 2544242,ATHRADI,UDUPI,KARNATAKA
VIJB0001012,Vijaya Bank,VIJB0001012,575029029,"B C ROAD,KARNATAKA","DHANALAXMI COMPLEX, POST JODUMARGA,B C ROAD, BANTWAL TALUK, D K DIST,KARNATAKA, 574219",PHONE:08255232938,B.C.ROAD,DAKSHINA KANNADA,KARNATAKA
VIJB0001013,Vijaya Bank,VIJB0001013,NON MICR,"BABLESHWAR,KARNATAKA","GRAM PANCHAYAT BLDG, M G ROAD, BABLESHWAR, BIJAPUR DIST,KARNATAKA, 586113",PHONE:08355 283024,BABALESHWAR,BIJAPUR,KARNATAKA
VIJB0001014,Vijaya Bank,VIJB0001014,NON MICR,"BABURAYANKOPPAL,KARNATAKA","MAIN ROAD, BABURAYANKOPPAL, SRIRANGAPATNA TALUK, MANDYA DIST,KARNATAKA, 571807",PHONE:08236 217030,BABURAYANAKOPPAL,MANDYA,KARNATAKA
VIJB0001015,Vijaya Bank,VIJB0001015,NON MICR,"BADAGA MIJAR,KARNATAKA","BADAGA MIJAR, POST MIJAR, MANAGALORE TALUK, D K DIST,KARNATAKA, 574225",PHONE:08258 262223,BADGA MIJAR,DAKSHINA KANNADA,KARNATAKA
VIJB0001016,Vijaya Bank,VIJB0001016,NON MICR,"BADANIDIYOOR,KARNATAKA","SATYA DEEP BLDG, BADANIDIYOOR, UDUPI TALUK, UDUPI DIST,KARNATAKA, 576115",PHONE:0820 2546024,BADANIDIYOOR,UDUPI,KARNATAKA
VIJB0001017,Vijaya Bank,VIJB0001017,NON MICR,"BAGALKOT,KARNATAKA","P B NO 60, VENKAT PETH, BAGALKOT, KARNATAKA STATE, 587101",PHONE:08354-220313,BAGALKOT,BAGALKOT,KARNATAKA
VIJB0001018,Vijaya Bank,VIJB0001018,NON MICR,"BALALE,KARNATAKA","JAIHIND BLDG, BALALE, KODAGU DIST, KARNATAKA STATE, 571219",PHONE:08274 272025,BALELE,MADIKERI,KARNATAKA
VIJB0001019,Vijaya Bank,VIJB0001019,NON MICR,"BALLUPET,KARNATAKA","B M ROAD, BALLUPET, SAKLESPUR TALUK, HASSAN DIST,KARNATAKA, 573214",PHONE:08173 247241,BALLUPET,HASSAN,KARNATAKA
VIJB0001020,Vijaya Bank,VIJB0001020,560029006,"BANASHANKARI,BANGALORE",BANGALORE,,BANGALORE,BANGALORE URBAN,KARNATAKA
VIJB0001021,Vijaya Bank,VIJB0001021,NON MICR,"BANHATTI,KARNATAKA","NO 5612,ANUGRAHA, THAMMANAPPA ROAD, BANHATTI, KARNATAKA STATE, 587311",PHONE:08353 230361,RABKAVI BANHATTI,BAGALKOT,KARNATAKA
VIJB0001022,Vijaya Bank,VIJB0001022,NON MICR,"BASAVAPATNA,KARNATAKA"," BASAVAPATNA, ARKALGUD TALUK, HASSAN DIST,KARNATAKA, 573113",PHONE:08175 234021,BASAVAPATNA,HASSAN,KARNATAKA
VIJB0001023,Vijaya Bank,VIJB0001023,NON-MICR,"BEJJAVALLI,KARNATAKA","BEJJAVALLI, THIRTHAHALLI TQ, SHIMOGA DIST, KARNATAKA STATE, 577232",PHONE:08181 235141,BEJJAVALLI,SHIMOGA,KARNATAKA
VIJB0001024,Vijaya Bank,VIJB0001024,NON MICR,"BELAGUR,KARNATAKA","NEAR BUS STAND, BELAGUR, CHITRADURGA DIST, KARNATAKA STATE, 573114",PHONE:08199 283021,BELAGUR,CHITRADURGA,KARNATAKA
VIJB0001025,Vijaya Bank,VIJB0001025,NON MICR,BELGAUM MAIN,"P B NO 124, 1705,RAMDEVGALLI, BELGAUM, KARNATAKA STATE, 590002","PHONE:0831-2420833, ,",BELGAUM,BELGAUM,KARNATAKA
VIJB0001026,Vijaya Bank,VIJB0001026,NON MICR,"BELLARE,KARNATAKA","KUMBRA NINTHIKAL-, ROAD,BELLARE, SULLIA TALUK, D K DIST,KARNATAKA, 574212",PHONE:08257 271044,BELLARE,DAKSHINA KANNADA,KARNATAKA
VIJB0001027,Vijaya Bank,VIJB0001027,583029102,"BELLARY,KARNATAKA","PRIYA COMPLEX, ANANTHPUR ROAD, BELLARY, KARNATAKA STATE, 583101","PHONE:08392-276771, ,",BELLARY,BELLARY,KARNATAKA
VIJB0001028,Vijaya Bank,VIJB0001028,NON MICR,"BELMANNU,KARNATAKA","INDRABHAVAN BLDG, BELMANNU, KARKALA TALUK, D K DIST,KARNATAKA, 576111",,BELMAN,UDUPI,KARNATAKA
VIJB0001029,Vijaya Bank,VIJB0001029,NON - MICR,"BELTHANGADI,KARNATAKA","P B NO 2, BELTHANGADI, BELTHANGADI TALUK, D K DIST,KARNATAKA, 574214",,BELTHANGADY,DAKSHINA KANNADA,KARNATAKA
VIJB0001030,Vijaya Bank,VIJB0001030,575029005,"BENDOOR, MANGALORE","VASMAHAL BUILDING, BENDOOR, MANGALORE, D K DIST,KARNATAKA, 575002",",PHONE:0824-2444981, ,",MANGALORE,DAKSHINA KANNADA,KARNATAKA
VIJB0001031,Vijaya Bank,VIJB0001031,NONMICR,"BESAGARAHALLI,KARNATAKA","NEAR BUS STAND, BESAGARAHALLI, MADDUR TALUK, MANDYA DIST,KARNATAKA, 571419",PHONE:08232 278222,BESAGARAHALLI,MANDYA,KARNATAKA
VIJB0001032,Vijaya Bank,VIJB0001032,NON MICR,"B H ROAD,BHADRAVATHI","P B NO 315,6TH CROSS, B H ROAD, BHADRAVATHI,KARNATAKA, 577303",,BHADRAVATI,SHIMOGA,KARNATAKA
VIJB0001033,Vijaya Bank,VIJB0001033,NON MICR,"BHATKAL,KARNATAKA","NEAR LAKSHMI NARASIMHA RICE MILL, RANKIKATTA,BHATKAL, U K DISTRICT, KARNATAKA STATE, 581320",PHONE:08385 226427,BHATKAL,UTTARA KANNADA,KARNATAKA
VIJB0001034,Vijaya Bank,VIJB0001034,NON MICR,"BIJAPUR,KARNATAKA","YOGESH CHAMBERS, OLD S S ROAD, BIJAPUR, KARNATAKA, 586101",,BIJAPUR,BIJAPUR,KARNATAKA
VIJB0001035,Vijaya Bank,VIJB0001035,NON MICR,"BIRUR,KARNATAKA","B H ROAD, BIRUR, CHIKMAGALUR DIST, KARNATAKA STATE, 577116",PHONE: 08267 255639,BIRUR,CHICKMAGALUR,KARNATAKA
VIJB0001036,Vijaya Bank,VIJB0001036,NON MICR,"BONDEL,MANGALORE","S S MEML COMPLEX, BONDEL, MANGALORE, KARNATAKA STATE, 575008",PHONE: 0824 2481745,MANGALORE,DAKSHINA KANNADA,KARNATAKA
VIJB0001037,Vijaya Bank,VIJB0001037,NON MICR,"BRAHMAVAR,KARNATAKA","P B NO 21, BRAHMAVAR, UDUPI DISTRICT, KARNATAKA STATE, 576213",,BRAHMAVARA,UDUPI,KARNATAKA
VIJB0001038,Vijaya Bank,VIJB0001038,560029004,"BRIGADE ROAD,BANGALORE","NILGIRI'S BLDG, 11,BRIGADE ROAD, BANGALORE, KARNATAKA STATE, 560001",,BANGALORE,BANGALORE URBAN,KARNATAKA
VIJB0001039,Vijaya Bank,VIJB0001039,580029003,"BROADWAY,HUBLI","CORPORATION BLDG, BROADWAY, HUBLI, KARNATAKA STATE, 580020",PHONE: 0836-2364341,HUBLI-DHARWAD,DHARWAD,KARNATAKA
VIJB0001040,Vijaya Bank,VIJB0001040,560029025,"BYATARAYANAPURA,BANGALORE","C M C PREMISES, BELLARY ROAD, BYATARAYANAPURA, BANGALORE,KARNATAKA, 560092","PHONE: 080-23333809, 080-23621594,",BANGALORE,BANGALORE URBAN,KARNATAKA
VIJB0001041,Vijaya Bank,VIJB0001041,NON MICR,"BYNDOOR,KARNATAKA","P B NO 1, MAIN ROAD, BYNDOOR, UDUPI DIST,KARNATAKA, 576214",PHONE:08254 251025,BYNDOOR,UDUPI,KARNATAKA
VIJB0001042,Vijaya Bank,VIJB0001042,NONMICR,"CHACHADI,KARNATAKA","1026,NEAR GRAM PANCHAYATH,CHACHADI, SAUDATTI TALUK, BELGAUM DIST, KARNATAKA STATE, 591119",PHONE: 08337 246625,CHACHADI,BELGAUM,KARNATAKA
