ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
CNRB0000002,Canara Bank,CNRB0000002,NON-MICR,"CMD SECRETARIAT ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000003,Canara Bank,CNRB0000003,NON-MICR,"COMPLIANCE DEPARTMENT ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000004,Canara Bank,CNRB0000004,NON-MICR,"CORPORATE CREDIT WING ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000005,Canara Bank,CNRB0000005,NON-MICR,"CREDIT ADMINISTRATION WING ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000006,Canara Bank,CNRB0000006,NON-MICR,"CREDIT MONITORING WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000007,Canara Bank,CNRB0000007,NON-MICR,"DIT WING,HO, BANGALORE","CANARA BANK, # 14, NAVEEN COMPLEX, M G ROAD, HEAD OFFICE ANNEX, BANGALORE -560 001 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000008,Canara Bank,CNRB0000008,NON-MICR,"ED'S SECRETARIAT,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000009,Canara Bank,CNRB0000009,NON-MICR,"FINANCIAL INCLUSION WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000010,Canara Bank,CNRB0000010,NON-MICR,"E T & T SECTION,HO, BANGALORE","CANARA BANK, TAPPER HOUSE, J.C.ROAD, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000011,Canara Bank,CNRB0000011,NON-MICR,"GENERAL ADMINISTRATION WING,HO, BANGALORE","CANARA BANK, # 29, III FLOOR, DWARAKATANATH BHAVAN, K R ROAD, BASAVANAGUDI, BANGALORE -560 004 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000012,Canara Bank,CNRB0000012,NON-MICR,"P & E SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000013,Canara Bank,CNRB0000013,NON-MICR,"PRINTING SECTION,HO, BANGALORE","CANARA BANK, BADAMI HOUSE, N R SQUARE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000014,Canara Bank,CNRB0000014,NON-MICR,"STATIONERY SECTION,HO, BANGALORE","CANARA BANK, # 2, OTC ROAD,  BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000015,Canara Bank,CNRB0000015,NON-MICR,"INSPECTION WING,HO, BANGALORE","CANARA BANK, # 86, SPENCER BUILDING, IV FLOOR, M G ROAD,  BANGALORE -560 001 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000016,Canara Bank,CNRB0000016,NON-MICR,"MSME WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000017,Canara Bank,CNRB0000017,NON-MICR,"PERSONNEL WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000018,Canara Bank,CNRB0000018,NON-MICR,"HOSA SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000019,Canara Bank,CNRB0000019,NON-MICR,"HR&OD SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000022,Canara Bank,CNRB0000022,NON-MICR,"STAFF TRAINING COLLEGE,HO, BANGALORE","CANARA BANK, # 29, III FLOOR, DWARAKATANATH BHAVAN, K R ROAD, BASAVANAGUDI, BANGALORE -560 004 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000023,Canara Bank,CNRB0000023,NON-MICR,"LEASING DIVISION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000024,Canara Bank,CNRB0000024,NON-MICR,"PRIME CORPORATE CREDIT WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000025,Canara Bank,CNRB0000025,NON-MICR,"PRIORITY CREDIT SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000026,Canara Bank,CNRB0000026,NON-MICR,"PRIORITY CREDIT WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000027,Canara Bank,CNRB0000027,NON-MICR,"RURAL DEVELOPMENT SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000028,Canara Bank,CNRB0000028,NON-MICR,"RECOVERY WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000029,Canara Bank,CNRB0000029,NON-MICR,"RETAIL BANKING WING,HO, BANGALORE","CANARA BANK, # 86, SPENCER BUILDING, IV FLOOR, M G ROAD, BANGALORE -560 001 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000030,Canara Bank,CNRB0000030,NON-MICR,"RISK MANAGEMENT WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000031,Canara Bank,CNRB0000031,NON-MICR,"CC & PR SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000032,Canara Bank,CNRB0000032,NON-MICR,"STRATEGIC PLANNING & DEVELOPMENT WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
CNRB0000033,Canara Bank,CNRB0000033,NON-MICR,"TRANSACTION BANKING WING,HO, BANGALORE","CANARA BANK, # 86, SPENCER BUILDING, IV FLOOR, M G ROAD, BANGALORE -560 001 (KARNATAKA)",BANGALORE URBAN,,,KARNATAKA
