ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
KVBL0001101,Karur Vysya Bank,KVBL0001101,639053006,CENTRAL OFFICE,"THE KARUR VYSYA BANK LTD, CENTRAL OFFICE ,ERODE ROAD,,KARUR-639002",,KARUR,KARUR,TAMIL NADU
KVBL0001102,Karur Vysya Bank,KVBL0001102,600053003,CHENNAI DO,"KVB TOWERS, I FLOOR 568 ANNA SALAI, TEYNAMPET, CHENNAI-600018",,CHENNAI,CHENNAI,TAMIL NADU
KVBL0001103,Karur Vysya Bank,KVBL0001103,600053003,INTERNATIONAL DIVISION,"THE KARUR VYSYA BANK LTD, CHENNAI INTERNATIONAL DIVISION,KVB TOWERS II FLOOR,568 ANNA SALAI TEYNAMPET,CHENNAI-600018",,CHENNAI,CHENNAI,TAMIL NADU
KVBL0001104,Karur Vysya Bank,KVBL0001104,600053004,CHENNAI ALANDUR,"269  M.K.N.ROAD,ALANDUR,CHENNAI-600016",,ALANDUR,KANCHEEPURAM,TAMIL NADU
KVBL0001105,Karur Vysya Bank,KVBL0001105,997053002,ALANGANALLUR,"5-1/87  MAIN ROAD,,ALANGANALLUR-625501",,ALANGANALLUR,MADURAI,TAMIL NADU
KVBL0001107,Karur Vysya Bank,KVBL0001107,842053002,ANAIMALAI,"34  PALANIYANDI PILLAI ST.,,ANAIMALAI-642104",,ANAIMALAI,COIMBOTORE,TAMIL NADU
KVBL0001108,Karur Vysya Bank,KVBL0001108,632053002,ARNI,"22,SRINIVASAN STREET,ARNI-632301",,ARNI,TIRUVANNAMALAI,TAMIL NADU
KVBL0001109,Karur Vysya Bank,KVBL0001109,836053002,ATTUR,"P.B. NO. 6 767  RANIPET MAIN ROAD,,ATTUR-636102",,ATTUR,SALEM,TAMIL NADU
KVBL0001110,Karur Vysya Bank,KVBL0001110,125053002,AUNDIPATTI,"P.B. NO. 1 9-1-68-W 1ST FLOOR,THENI ROAD,AUNDIPATTI-625512",,ANDIPATTI JAKKAMPATTI,THENI,TAMIL NADU
KVBL0001111,Karur Vysya Bank,KVBL0001111,224053002,KATHIRNARASINGAPURAM,"193  3RD WARD  MAIN ROAD,RAJADHANI P.O.,KATHIRNARASINGAPURAM-625512",,ANDIPATTI JAKKAMPATTI,THENI,TAMIL NADU
KVBL0001112,Karur Vysya Bank,KVBL0001112,824053002,BATLAGUNDU,"13-1-207  MAIN ROAD,,BATLAGUNDU-624202",,BATLAGUNDU,DINDIGUL,TAMIL NADU
KVBL0001113,Karur Vysya Bank,KVBL0001113,237053002,BELUKURICHI,"5/101  PALANIAPPAR KOVIL ST.,,BELUKURICHI-637402",,BELUKURICHI,SALEM,TAMIL NADU
KVBL0001114,Karur Vysya Bank,KVBL0001114,438053002,BHAVANI,"P.B. NO. 2 190  I FLOOR SAKTHI PLAZA,MAIN ROAD,BHAVANI-638301",,BHAVANI,ERODE,TAMIL NADU
