ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
RBIS0AHPA01,Reserve Bank of India,RBIS0AHPA01,380001001,"PAD, AHMEDABAD","PUBLIC ACCOUNTS DEPARTMENT, NEAR GANDHI BRIDGE,POST BAG NO.1,AHMEDABAD 380014",079-27546165,AHMEDABAD,AHMEDABAD,GUJARAT
RBIS0BBPA01,Reserve Bank of India,RBIS0BBPA01,751001001,BHUBANESWAR,"PT. JAWAHARLAL MARG, KHARVELNAGAR",0674-2390071,BHUBANESWAR,KHURDA,ORISSA
RBIS0BGPA01,Reserve Bank of India,RBIS0BGPA01,560000001,"PAD, BANGALORE","P.B.NO.5467, 10/3/08, NRUPATHUNGA ROAD, BANGALORE-560001",080-22211202,BANGALORE,BANGALORE,KARNATAKA
RBIS0CGPA01,Reserve Bank of India,RBIS0CGPA01,160001001,CHANDIGARH,"CENTRAL VISTA, SECTOR 17, CHANDIGARH 160017 ",0172-2784213,CHANDIGARH,CHANDIGARH,CHANDIGARH
RBIS0CNPA01,Reserve Bank of India,RBIS0CNPA01,600001000,"PAD, CHENNAI","PAD, RESERVE BANK OF INDIA, FORT GLACIS, 16 RAJAJI SALAI, CHENNAI 600001",044-25399110   044- 25387207,CHENNAI,CHENNAI,TAMIL NADU
RBIS0GWPA01,Reserve Bank of India,RBIS0GWPA01,781001001,"PAD, GUWAHATI","PAD, RBI, STATION ROAD, PAN BAZAAR, GUWAHATI 781 001",0361-2517543,GUWAHATI,GUWAHATI,ASSAM
RBIS0JMPA01,Reserve Bank of India,RBIS0JMPA01,180001001,JAMMU,DEPOSIT ACCOUNTS DEPARTMENT RESERVE BANK OF INDIA JAMMU - 180012,PHONE - 01912474841 FAX - 01912471296,JAMMU,JAMMU,JAMMU & KASHMIR
RBIS0JPPA01,Reserve Bank of India,RBIS0JPPA01,302001002,JAIPUR,"TONK ROAD, NEAR RAM BAUG CROSSING, JAIPUR - 302004",0141-2571513,JAIPUR,JAIPUR,RAJASTHAN
RBIS0KLPA01,Reserve Bank of India,RBIS0KLPA01,700001001,"PAD, KOLKATA","PAD, RESERVE BANK OF INDIA, 15, N.S.ROAD, KOLKATA 700001",033-22314885,KOLKATA,KOLKATA,WEST BENGAL
RBIS0KNPA01,Reserve Bank of India,RBIS0KNPA01,208001000,KANPUR,"M.G.MARG, KANPUR-208 001",0512-2303962,KANPUR,KANPUR,UTTAR PRADESH
RBIS0MBPA04,Reserve Bank of India,RBIS0MBPA04,NONMICR,"PAD, MUMBAI","SHAHID BHAGAT SINGH MARG, FORT MUMBAI -400 001",022- 22662836/22676534,MUMBAI,GREATER BOMBAY,MAHARASHTRA
RBIS0NDPA01,Reserve Bank of India,RBIS0NDPA01,110001000,"PAD, NEW DELHI","PAD, RBI, 6, SANSAD MARG, NEW DELHI 110 001","011-23452060, 011-23710314",NEW DELHI,DELHI,DELHI
RBIS0NEFTHY,Reserve Bank of India,RBIS0NEFTHY,500001001,"PAD, HYDERABAD","PUBLIC ACCOUNTS DEPARTMENT, 6-1-56, SECRETARIAT ROAD, SAIFABAD, HYDERABAD 500004",040-23232765,HYDERABAD,HYDERABAD,ANDHRA PRADESH
RBIS0NGPA01,Reserve Bank of India,RBIS0NGPA01,440001001,NAGPUR,"RBI, PAD, MAIN OFFICE BLDG.,DR.RAGHAVENDRA RAO ROAD, CIVIL LINES, P.B.NO.15,NAGPUR-4400001",0712-2547077,NAGPUR,NAGPUR,MAHARASHTRA
RBIS0PTPA01,Reserve Bank of India,RBIS0PTPA01,800001001,PATNA,"RESERVE BANK OF INDIA, SOUTH GANDHI MAIDAN, PATNA - 800001",0612-2321291,PATNA,PATNA,BIHAR
RBIS0THPA01,Reserve Bank of India,RBIS0THPA01,695001000,THIRUVANANTHAPURAM,"BAKERY JUNCTION, THIRUVANANTHAPURAM",0471- 2328690,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,KERALA
RBIS0LKPA01,Reserve Bank of India,RBIS0LKPA01,NOT AVAILABLE,RBI PAD LUCKNOW,"RBI,VIPUL KHAND,GOMATI NAGAR, LUCKNOW",,LUCKNOW,LUCKNOW,UTTAR PRADESH
RBIS0SLPA01,Reserve Bank of India,RBIS0SLPA01,,SHILLONG OFFICE,"APPHIRA BUILDING,FRUIT GARDEN,SHILLONG JOWAI ROAD,P O LAITUMKHRAH,SHILLONG,MEGHALAYA,PIN 793003",,SHILLONG,SHILLONG,MEGHALAYA
RBIS0RNPA01,Reserve Bank of India,RBIS0RNPA01,,RANCHI,"4TH FLOOR.RRDA BUILDING.KATCHEHRI ROAD,RANCHI 834001",,RANCHI,RANCHI,JHARKHAND
RBIS0DNPA01,Reserve Bank of India,RBIS0DNPA01,NON-MICR,DEHRADUN,,,,,UTTARAKHAND
RBIS0BLPA01,Reserve Bank of India,RBIS0BLPA01,NON-MICR,BHOPAL,"RESERVE BANK OF INDIA, DEPOSIT ACCOUNT DEPARTMENT, HOSHANGABAD ROAD, P.B. NO. 32, BHOPAL- 462 011","0755-2764851, 0755-2574033",BHOPAL,BHOPAL,MADHYA PRADESH
RBIS0RPPA01,Reserve Bank of India,RBIS0RPPA01,NON-MICR,RAIPUR,"54/949, SUBHASHISH PARISAR, SATYA PREM VIHAR, MAHADEV GHAT ROAD, SUNDAR NAGAR, RAIPUR - 492 013",,RAIPUR,RAIPUR,CHHATTISGARH
RBIS0PJPA01,Reserve Bank of India,RBIS0PJPA01,NA,PANAJI,GERAS IMPERIUM II 7TH FLOOR 70706 PATTO PANAJI GOA 403001,,PANAJI,PANAJI,GOA
