ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
ICIC0000001,ICICI Bank Ltd,ICIC0000001,600229002,CHENNAI - CENOTAPH ROAD ,"1, CENOTAPH ROAD, CHENNAI.  600018 ",,CHENNAI,CHENNAI,TAMIL NADU
ICIC0000002,ICICI Bank Ltd,ICIC0000002,560229002,BANGALORE - M G ROAD ,"ICICI BANK LTD TOWERS, 1, COMMISSARIAT ROAD, GROUND FLOOR, BANGALORE  560025. ",,BANGALORE,BANGALORE URBAN,KARNATAKA
ICIC0000003,ICICI Bank Ltd,ICIC0000003,390229002,VADODARA ,"LANDMARK BUILDING, RACE COURSE CIRCLE, ALKAPURI, VADODARA.  390007 ",,VADODARA,VADODARA,GUJARAT
ICIC0000004,ICICI Bank Ltd,ICIC0000004,400229002,MUMBAI - NARIMAN POINT ,"215, FREE PRESS HOUSE, FREE PRESS MARG, NARIMAN POINT, MUMBAI.  400021 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000005,ICICI Bank Ltd,ICIC0000005,411229002,PUNE - BUND GARDEN ,"A-WING, SHANGRILA GARDENS, BUND GARDEN ROAD, PUNE.  411001 ",,PUNE,PUNE,MAHARASHTRA
ICIC0000006,ICICI Bank Ltd,ICIC0000006,700229002,KOLKATA - R N MUKHERJEE (RETAIL) ,"22, R N MUKHERJEE ROAD, KOLKATA.  700001 ",,KOLKATA,KOLKATA,WEST BENGAL
ICIC0000007,ICICI Bank Ltd,ICIC0000007,110229002,NEW DELHI - CONNAUGHT PLACE ,"9A, PHELPS BUILDING, INNER CIRCLE,CONNAUGHT PLACE, NEW DELHI.  110001 ",,NEW DELHI,NEW DELHI,DELHI
ICIC0000008,ICICI Bank Ltd,ICIC0000008,500229002,CIBD HYDERABAD,"ICICI Bank Towers,CIBD,Level 1,West Wing,1-11-256,Street No. 1, Begumpet,Hyderabad-500016 ",Miss.KondruPragathi-9000601281,HYDERABAD,HYDERABAD,ANDHRA PRADESH
ICIC0000009,ICICI Bank Ltd,ICIC0000009,600229003,CHENNAI - NUNGAMBAKKAM ,"110, PRAKASH PRESIDIUM, UTHAMAR GANDHI SALAI, (NUNGAMBAKKAM HIGH ROAD), CHENNAI.  600034 ",,CHENNAI,CHENNAI,TAMIL NADU
ICIC0000010,ICICI Bank Ltd,ICIC0000010,682229002,ERNAKULAM (COCHIN) ,"EMGEE SQUARE, M.G.ROAD, ERNAKULAM, KOCHI.  682035 ",,KOCHI,ERNAKULAM,KERALA
ICIC0000011,ICICI Bank Ltd,ICIC0000011,400229003,MUMBAI - ANDHERI ,"SAGAR AVENUE, GROUND FLOOR, OPP. SHOPPERS STOP, S.V. ROAD, ANDHERI (W), MUMBAI.  400058 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000012,ICICI Bank Ltd,ICIC0000012,302229002,JAIPUR ,"C-99, SHREEJI TOWERS, SUBHASH MARG, NEAR AHIMSA CIRCLE, C SCHEME, JAIPUR.  302001 ",,JAIPUR,JAIPUR,RAJASTHAN
ICIC0000013,ICICI Bank Ltd,ICIC0000013,160229001,CHANDIGARH - SECTOR 9C ,"SCO 9-10-11, SECTOR 9-D. CHANDIGARH  160017 ",,CHANDIGARH,CHANDIGARH,CHANDIGARH
ICIC0000014,ICICI Bank Ltd,ICIC0000014,575229002,MANGALORE ,"GROUND FLOOR, BHARATH BUILDING, POST BOX NO. 44, PANJE MANGESH RAO ROAD, MANGALORE.  575001 ",,MANGALORE,DAKSHINA KANNADA,KARNATAKA
ICIC0000015,ICICI Bank Ltd,ICIC0000015,403229002,PANAJI ,"65, SINDUR BUSINESS CENTRE, SWAMI VIVEKANAND ROAD,  403001 ",,PANAJI,NORTH GOA,GOA
ICIC0000016,ICICI Bank Ltd,ICIC0000016,641229002,COIMBATORE - TRICHY ROAD ,"CHERAN PLAZA, 1090, TRICHY ROAD, COIMBATORE.  641018 ",,COIMBATORE,COIMBOTORE,TAMIL NADU
ICIC0000017,ICICI Bank Ltd,ICIC0000017,141229002,LUDHIANA - FEROZE GANDHI MARKET CIBD ,"ICICI BANK LTD., NEHRU SIDHANT KENDER TRUST BUILDING, FEROZ GANDHI MARKET, LUDHIANA - 141001, PUNJAB ",,LUDHIANA,LUDHIANA,PUNJAB
ICIC0000018,ICICI Bank Ltd,ICIC0000018,400229005,MUMBAI - BORIVALI ,"ABHILASHA-1, PUNJABI LANE, BORIVALI (W), MUMBAI.  400092 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000019,ICICI Bank Ltd,ICIC0000019,400229006,THANE - MIRA ROAD ,"SURYA SHOPPING CENTRE, SECTOR 5, SHRISHTI RESIDENTIAL COMPLEX, MIRA ROAD (E), THANE.  401104 ",,THANE,THANE,MAHARASHTRA
ICIC0000020,ICICI Bank Ltd,ICIC0000020,400229004,MUMBAI - POWAI ,"GALLERIA SHOPPING MALL, HIRANANDANI GARDENS, POWAI, MUMBAI.  400076 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000021,ICICI Bank Ltd,ICIC0000021,110229003,GURGAON - SECTOR 14 ,"ICICI BANK LTD, SCO 18 & 19, HUDA SHOPPING CENTRE, SECTOR-14, MARKET COMPLEX, GURGAON - 122001  122001 ",,GURGAON,GURGAON,HARYANA
ICIC0000022,ICICI Bank Ltd,ICIC0000022,400229007,THANE - VASAI ,"VIMAL SHOPPING CENTRE, MAIN ROAD, NEAR POST OFFICE, VASAI ROAD (W).  401202 ",,THANE,THANE,MAHARASHTRA
ICIC0000023,ICICI Bank Ltd,ICIC0000023,403229004,MARGAO ,"PANANDIKAR CHAMBERS, NR. NEW FATIMA CONVENT, MIGUEL LOYOLA FURTADO ROAD, MARGAO.  403601 ",,MARGAO,SOUTH GOA,GOA
ICIC0000024,ICICI Bank Ltd,ICIC0000024,380229002,AHMEDABAD - JMC HOUSE ,"JMC HOUSE, OPP. PARIMAL GARDENS,OPP PARIMAL GARDEN, AMBAWADI, AHMEDABAD - 380 006.  380006 ",,AHMEDABAD,AHMEDABAD,GUJARAT
ICIC0000025,ICICI Bank Ltd,ICIC0000025,NON MICR,GOBICHETTIPALAYAM ,"97/212, KUTCHERY STREET, GOBICHETTIPALAYAM, ERODE DISTRICT  638452 ",,ERODE,ERODE,TAMIL NADU
ICIC0000026,ICICI Bank Ltd,ICIC0000026,400229009,MUMBAI - GHATKOPAR ,"KAILASH PLAZA, FINAL PLOT 355, VALLABH BAUG LANE, OPP. ODEON CINEMA, GHATKOPAR EAST, MUMBAI.  400077 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000027,ICICI Bank Ltd,ICIC0000027,422229002,NASHIK - SHARANPUR ROAD ,"U-1, CROWN COMMERCIAL COMPLEX, OPP. RAJIV GANDHI BHAVAN (NMC), UTILITY CENTRE, SHARANPUR ROAD, NASHIK.  422002 ",,NASHIK,NASHIK,MAHARASHTRA
ICIC0000028,ICICI Bank Ltd,ICIC0000028,400229008,THANE - BHAYANDER ,"PORWAL COMPLEX, SHOP NO. 13, DR B.R. AMBEDKAR ROAD, BHAYANDAR (W), THANE.  401101 ",,THANE,THANE,MAHARASHTRA
ICIC0000029,ICICI Bank Ltd,ICIC0000029,110229004,NEW DELHI - GREATER KAILASH ,"W-57.GREATER KAILASH , PART-I, NEW DELHI.  110048 ",,NEW DELHI,NEW DELHI,DELHI
ICIC0000030,ICICI Bank Ltd,ICIC0000030,403229003,MAPUSA ,"12/13/14, GARDEN CENTRE, PHASE II, OPPOSITE MAPUSA POLICE STATION, MAPUSA.  403507 ",,MAPUSA,NORTH GOA,GOA
ICIC0000031,ICICI Bank Ltd,ICIC0000031,110229005,NOIDA - SECTOR 18 ,"ICICI BANK LTD.,COMMERCIAL BANKING,1ST FLOOR, K-1,SENIOR MAL, SECTOR-18,NOIDA-201301,U.P ",MR. PRITAM MAJUMDER-8800191308,NOIDA,NOIDA,UTTAR PRADESH
ICIC0000032,ICICI Bank Ltd,ICIC0000032,400229010,MUMBAI - DADAR ,"167-C, POONAWADI, DR. AMBEDKAR ROAD, DADAR, MUMBAI.  400014 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000033,ICICI Bank Ltd,ICIC0000033,641229003,COIMBATORE - PRICOL ,"PREMIER INSTRUMENTS AND CONTROLS LTD., (PRICOL) FACTORY PREMISES, METTUPALAYAM ROAD, PERIANAICKENPALAYAM, COIMBATORE.  641020 ",,COIMBATORE,COIMBOTORE,TAMIL NADU
ICIC0000034,ICICI Bank Ltd,ICIC0000034,700229003,KOLKATA - BALLYGUNGE ,"RISHIKESH, 1/1, ASHUTOSH -CHOWUDHRY AVENU BALLYGUNGE KOLKATA 700019  700019 ",,KOLKATA,KOLKATA,WEST BENGAL
ICIC0000035,ICICI Bank Ltd,ICIC0000035,400229011,THANE ,"GLENMORGAN,VEER SAVARKAR MARG,PANCHPAKHADI,THANE-400602.  400602 ",,THANE,THANE,MAHARASHTRA
ICIC0000036,ICICI Bank Ltd,ICIC0000036,400229010,MUMBAI - I-SERV - EXTEN. ,"MARATHA MANDIR ANNEX, DR. ANAND RAO NAIR ROAD, OPP. MUMBAI CENTRAL STATION, MUMBAI.  400008 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000037,ICICI Bank Ltd,ICIC0000037,110229006,DELHI - PREET VIHAR ,"SINCERE TOWERS IV, COMMUNITY CENTRE, PREET VIHAR, DELHI.  110092 ",,DELHI,NEW DELHI,DELHI
ICIC0000038,ICICI Bank Ltd,ICIC0000038,400229012,MUMBAI - BANDRA ,"PLOT NO.206-221,KRYSTAL BLDG,WATERFIELD ROAD,BANDRA(WEST),MUMBAI  400050 ",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
ICIC0000039,ICICI Bank Ltd,ICIC0000039,411229003,SHIVAJINAGAR ,"ICICI BANK LTD, 1194/8, RAMCHANDRA SABHAMANDAP, GHOLE ROAD , SHIVAJI NAGAR, PUNE. ",MAHADEVAN SUNDARAM - +91 22-30942632,PUNE,PUNE,MAHARASHTRA
ICIC0000040,ICICI Bank Ltd,ICIC0000040,500229003,HYDERABAD - MADHAPUR ,"ICICI BANK LIMITED, 101-102, SMR VINAY TECHNOPOLIS, BESIDES JAYABHERI SILICON COUNTRY, MADHAPUR, HYDERABAD-500081. ",,HYDERABAD,HYDERABAD,ANDHRA PRADESH
ICIC0000041,ICICI Bank Ltd,ICIC0000041,452229002,INDORE,"ICICI BANK LTD, MALAV PARISAR,4 CHOTI KHAJRANI,A.B. ROAD.INDORE 452008 (M.P). ",Manish Shrivastva-7389918618,INDORE,INDORE,MADHYA PRADESH
ICIC0000042,ICICI Bank Ltd,ICIC0000042,700229004,KOLKATA - SALT LAKE ,"BJ-140, SECTOR II, SALT LAKE CITY, KOLKATA  700091 ",,KOLKATA,KOLKATA,WEST BENGAL
